stationid,absolute_increase_per_year,relative_increase_per_year_in_% (absolute_increase / middle_value_from_all_years)
20674099999,0.29,1.05
20891099999,3.79,8.63
21432099999,2.26,6.33
21824099999,4.96,9.63
21908099999,0.9,2.96
21921099999,0.41,1.0
21931099999,-0.48,-1.98
21982099999,0.41,2.75
22028099999,-0.18,-0.43
22106099999,-0.11,-0.23
22113099999,-0.84,-2.44
22127099999,0.94,2.14
22217099999,-0.34,-0.85
22235099999,-0.65,-1.65
22324099999,0.25,0.67
22349099999,0.25,0.64
22408099999,-0.31,-0.87
22602099999,0.31,0.73
22621099999,2.36,5.22
22721099999,1.16,2.77
22802099999,-0.04,-0.08
22820099999,1.59,3.32
22831099999,0.49,1.33
22892099999,-0.84,-1.75
23274099999,3.75,13.42
23426099999,1.08,2.65
23472099999,0.35,1.05
23631099999,-1.84,-5.07
23678099999,2.55,7.12
23724099999,-0.65,-1.84
23803099999,-0.71,-1.23
23884099999,0.01,0.03
23891099999,1.26,3.18
23929099999,2.43,7.45
23955099999,0.33,0.89
23966099999,-0.2,-0.52
23973099999,-0.92,-2.8
23975099999,1.85,3.17
23987099999,0.95,2.83
24143099999,-1.26,-3.52
24266099999,4.53,13.58
24329099999,3.81,10.35
24343099999,-1.17,-2.62
24507099999,1.19,3.3
24639099999,2.83,5.59
24641099999,-2.5,-7.03
24652099999,-0.73,-1.8
24656099999,-0.1,-0.2
24671099999,-5.35,-17.6
24724099999,1.35,3.91
24738099999,6.44,12.78
24768099999,-0.04,-0.1
24817099999,-1.07,-3.69
24856099999,5.8,11.7
24908099999,0.8,2.36
24923099999,-0.1,-0.24
24944099999,2.8,6.95
24951099999,-0.3,-0.78
24959099999,-0.45,-1.52
24962099999,3.78,7.23
24966099999,5.25,11.88
24988099999,3.94,11.67
25248099999,1.27,5.55
25378099999,-0.23,-0.45
25399099999,-0.7,-2.07
25400099999,2.37,7.29
25551099999,-2.89,-7.9
25563099999,-1.14,-3.83
25703099999,0.42,2.05
25956099999,4.79,11.38
26038099999,-0.38,-0.68
26059099999,0.28,0.56
26063099999,0.69,1.01
26094099999,0.72,1.46
26167099999,-2.98,-5.03
26242099999,-0.89,-1.67
26258099999,2.63,4.45
26275099999,1.67,3.95
26313099999,-4.29,-9.1
26348099999,-1.09,-4.11
26406099999,-0.41,-1.01
26509099999,0.86,1.38
26518099999,-0.8,-1.92
26531099999,-2.18,-4.49
26544099999,-2.62,-6.54
26554099999,-0.67,-1.43
26629099999,-0.04,-0.08
26633099999,0.06,0.13
26645099999,-1.3,-2.77
26666099999,0.01,0.01
26702099999,-1.2,-1.88
26730099999,-2.15,-3.37
26763099999,-1.64,-3.99
26832099999,-3.52,-6.64
26850099999,-0.57,-1.27
26887099999,-1.78,-3.35
26898099999,3.32,5.92
26941099999,-2.65,-5.38
26951099999,-1.24,-3.11
26961099999,-1.96,-4.15
26997099999,-0.6,-0.91
27083099999,-0.5,-1.12
27373099999,-0.22,-0.42
27479099999,0.1,0.16
27665099999,1.03,2.21
27679099999,2.65,5.25
27906099999,0.83,1.7
28064099999,0.5,1.15
28076099999,-1.52,-3.14
28214099999,0.81,2.31
28411099999,-1.9,-4.65
28465099999,2.13,5.19
28491099999,2.91,8.79
28541099999,6.56,14.58
28573099999,4.09,9.18
28698099999,7.28,12.54
28748099999,2.08,6.25
28786099999,2.5,7.09
28825099999,0.17,0.3
28838099999,2.12,6.45
28867099999,2.35,7.06
29023099999,-1.0,-2.2
29111099999,-0.18,-0.36
29122099999,-0.45,-1.2
29209099999,0.62,1.21
29231099999,-1.2,-2.65
29253099999,5.09,11.02
29263099999,0.42,1.21
29274099999,2.72,5.05
29282099999,0.17,0.49
29313099999,-1.23,-2.36
29328099999,-1.31,-2.84
29348099999,0.56,1.51
29367099999,1.15,3.0
29405099999,0.53,1.18
29418099999,-0.47,-0.9
29430099999,-6.4,-13.97
29456099999,2.33,4.36
29467099999,0.78,1.54
29471099999,1.05,1.92
29477099999,3.06,3.98
29481099999,3.77,10.85
29524099999,-0.65,-2.04
29551099999,-0.0,-0.01
29553099999,0.18,0.52
29557099999,1.36,3.15
29562099999,0.4,1.07
29576099999,2.68,5.05
29581099999,-0.03,-0.07
29587099999,-1.28,-2.06
29594099999,-2.98,-5.68
29602099999,-1.71,-4.89
29605099999,-0.19,-0.45
29612099999,-0.86,-2.27
29625099999,-0.15,-0.45
29631099999,-1.65,-3.46
29636099999,-0.7,-1.99
29653099999,1.35,3.06
29654099999,-2.67,-4.28
29676099999,1.39,2.28
29698099999,1.38,2.81
29706099999,-0.51,-1.08
29712099999,-2.24,-3.84
29724099999,2.06,5.48
29726099999,-0.24,-0.51
29736099999,0.68,1.65
29759099999,1.24,3.15
29766099999,0.64,1.77
29789099999,1.66,3.29
29807099999,-0.03,-0.09
29814099999,0.57,1.09
29822099999,0.58,1.62
29827099999,-0.04,-0.08
29838099999,-0.6,-1.17
29846099999,0.79,1.48
29864099999,-1.54,-3.37
29869099999,1.26,2.46
29915099999,1.07,2.43
29923099999,-0.06,-0.15
29937099999,0.24,0.41
29939099999,0.17,0.34
29956099999,1.81,3.8
30054099999,2.91,6.06
30157099999,-0.25,-0.58
30230099999,-5.1,-10.69
30328099999,1.37,2.78
30337099999,-0.68,-1.02
30372099999,-0.62,-1.46
30385099999,-0.15,-0.31
30393099999,-0.91,-2.13
30405099999,0.27,0.55
30433099999,-0.56,-1.09
30455099999,0.43,0.79
30493099999,1.17,1.83
30499099999,-0.6,-0.85
30504099999,1.51,2.77
30521099999,-0.71,-1.51
30554099999,-0.85,-1.46
30603099999,0.74,1.69
30612099999,1.24,2.11
30622099999,0.22,0.44
30627099999,-0.19,-0.51
30635099999,0.03,0.06
30650099999,-0.65,-1.37
30664099999,0.62,1.18
30673099999,0.68,1.31
30683099999,1.32,2.56
30686099999,0.34,0.6
30695099999,0.58,1.16
30703099999,1.53,3.33
30731099999,0.09,0.23
30739099999,-1.82,-4.26
30741099999,-4.36,-6.7
30745099999,-0.09,-0.18
30758099999,2.67,4.46
30764099999,1.24,2.25
30777099999,1.16,1.77
30781099999,-0.03,-0.06
30802099999,-7.24,-16.27
30823099999,-0.36,-0.83
30829099999,-0.5,-1.63
30838099999,-3.01,-5.51
30844099999,1.7,4.21
30846099999,1.12,2.84
30859099999,-1.33,-2.99
30862099999,1.93,3.62
30879099999,-2.24,-3.95
30925099999,-0.54,-1.29
30935099999,-0.11,-0.26
30949099999,1.74,3.29
30957099999,1.9,3.45
30961099999,-0.01,-0.01
30965099999,0.11,0.22
30971099999,-7.6,-13.92
30975099999,0.19,0.3
30978099999,-4.03,-6.03
31004099999,1.05,1.76
31054099999,-2.26,-6.31
31088099999,0.42,1.05
31123099999,-0.94,-3.18
31137099999,-1.53,-3.53
31152099999,2.97,7.64
31168099999,4.85,6.44
31174099999,-3.72,-7.42
31253099999,-0.98,-2.01
31295099999,0.55,0.77
31300099999,0.76,1.45
31329099999,-0.05,-0.08
31348099999,3.3,7.93
31371099999,1.94,3.28
31388099999,2.49,3.82
31416099999,4.52,8.39
31418099999,4.42,9.12
31439099999,2.55,4.76
31442099999,-3.69,-4.99
31445099999,2.22,3.77
31474099999,7.13,11.68
31484099999,1.75,3.03
31489099999,2.54,5.67
31510099999,-1.96,-2.64
31521099999,-4.75,-6.09
31527099999,-1.38,-2.3
31532099999,2.64,4.66
31534099999,2.89,4.71
31538099999,4.15,6.86
31587099999,-1.21,-2.04
31594099999,0.95,1.63
31624099999,7.41,10.82
31632099999,1.87,3.32
31655099999,-0.12,-0.23
31702099999,-0.12,-0.19
31707099999,4.16,6.05
31713099999,5.67,8.42
31725099999,5.19,7.82
31735099999,1.85,3.07
31801099999,3.23,4.68
31825099999,5.43,11.93
31832099999,4.31,8.17
31845099999,1.89,4.05
31866099999,7.19,10.62
31873099999,4.66,7.99
31878099999,3.43,6.74
31909099999,6.26,8.05
31915099999,5.03,11.6
31921099999,3.85,7.68
31959099999,5.2,6.37
31960099999,3.37,3.45
31969099999,5.24,6.01
31981099999,4.83,8.53
31987099999,7.57,11.88
31989099999,6.57,10.09
32027099999,0.13,0.39
32053099999,-0.95,-1.74
32061099999,-4.11,-7.59
32069099999,1.45,3.17
32076099999,4.41,8.16
33008099999,1.04,1.59
33019099999,-3.24,-7.46
33027099999,-1.55,-3.26
33036099999,-1.92,-3.52
33041099999,0.35,0.66
33088099999,-1.13,-1.87
33135099999,-0.93,-1.97
33177099999,-2.34,-3.62
33261099999,1.55,2.38
33275099999,-0.39,-0.79
33301099999,-2.14,-3.44
33317099999,-0.74,-1.12
33325099999,0.87,1.53
33345099999,-0.42,-0.68
33377099999,0.07,0.1
33393099999,0.05,0.08
33415099999,-0.26,-0.45
33429099999,-1.25,-2.44
33466099999,0.3,0.5
33506099999,-1.56,-2.85
33562099999,0.35,0.63
33587099999,0.75,1.26
33614099999,-1.46,-2.82
33631099999,-0.84,-1.28
33658099999,0.75,1.26
33663099999,-0.97,-1.85
33711099999,-4.09,-7.2
33761099999,-2.91,-5.04
33791099999,0.99,1.8
33815099999,0.7,1.23
33837099999,0.69,1.13
33902099999,-5.4,-7.88
33924099999,3.67,5.22
33946099999,0.91,1.53
33983099999,1.02,1.97
34009099999,-1.36,-2.44
34247099999,5.76,12.75
34300099999,0.47,1.0
34336099999,8.36,18.59
34398099999,2.51,8.09
34415099999,-2.52,-4.78
34504099999,0.3,0.52
34601099999,2.02,3.54
34691099999,-2.38,-7.21
34712099999,-0.62,-1.23
34798099999,2.56,10.26
34858099999,2.17,4.76
34861099999,-2.05,-4.59
35026099999,5.9,13.67
35037099999,-0.05,-0.13
35121099999,3.18,10.85
35217099999,-0.44,-1.58
35302099999,-0.36,-2.63
35358099999,0.5,1.33
35406099999,-0.07,-0.19
35416099999,-0.06,-0.3
35426099999,-1.52,-4.05
35497099999,-0.22,-0.65
35532099999,-0.22,-0.75
35576099999,-0.06,-0.24
35671099999,-0.01,-0.03
35699099999,0.46,2.04
35700099999,-0.39,-1.42
35746099999,-0.41,-1.45
35796099999,-0.01,-0.05
35849099999,-0.34,-0.93
35925099999,-0.11,-0.43
35953099999,-0.02,-0.06
35969099999,-0.38,-2.87
36020099999,-0.48,-0.81
36021099999,-1.32,-3.5
36022099999,0.86,2.07
36034099999,1.5,3.78
36038099999,0.71,1.32
36058099999,0.4,0.71
36061099999,1.77,2.77
36064099999,-0.47,-0.8
36096099999,2.06,5.45
36152099999,-0.14,-0.61
36259099999,0.42,1.43
36397099999,-0.71,-3.11
36428099999,1.7,4.26
36535099999,1.57,5.3
36639099999,0.0,0.01
36859099999,0.06,0.2
36911099999,-0.31,-1.04
36974099999,3.97,12.57
36982099999,6.06,13.99
37472099999,7.1,9.89
37549099999,-1.7,-2.18
37575099999,0.1,0.12
37735099999,6.03,6.4
37985099999,0.57,0.53
38001099999,-2.56,-9.13
38062099999,1.12,4.23
38149099999,-0.8,-1.92
38178099999,0.8,3.2
38198099999,-0.2,-0.79
38222099999,-0.18,-0.69
38232099999,-2.14,-5.88
38262099999,0.47,0.81
38264099999,0.22,1.19
38345099999,2.22,9.76
38353099999,4.35,12.47
38388099999,-0.22,-1.12
38392099999,0.24,0.84
38396099999,0.79,2.33
38403099999,1.24,8.92
38413099999,-0.23,-1.01
38439099999,-0.21,-0.54
38457099999,-0.27,-0.74
38462099999,-2.73,-6.04
38507099999,-2.72,-5.79
38545099999,2.33,5.11
38565099999,0.79,1.61
38579099999,0.09,0.15
38583099999,0.23,0.35
38599099999,11.03,20.82
38611099999,-7.84,-11.1
38613099999,1.77,3.84
38618099999,-2.16,-4.74
38647099999,2.32,5.82
38656099999,0.03,0.08
38683099999,-0.71,-3.33
38687099999,5.51,14.96
38696099999,0.72,1.28
38750099999,-0.96,-1.92
38763099999,1.47,3.19
38774099999,-0.62,-1.71
38799099999,-0.02,-0.05
38806099999,3.27,7.36
38812099999,-1.41,-2.67
38836099999,1.96,3.43
38880099999,2.54,5.39
38886099999,1.52,3.93
38895099999,0.03,0.08
38911099999,1.67,6.65
38915099999,3.81,11.44
38927099999,-1.64,-3.38
38933099999,8.89,21.35
38944099999,1.3,3.22
38954099999,7.34,21.06
38974099999,2.49,6.61
38987099999,0.26,0.68
40001099999,1.61,3.72
40022099999,4.26,5.82
40025099999,-0.52,-0.64
40030099999,-4.0,-9.15
40080099999,0.46,1.65
40100099999,-6.11,-9.16
40101099999,0.52,1.04
40103099999,0.54,0.71
40180099999,1.18,2.1
40199099999,0.15,1.78
40250099999,0.33,1.1
40255099999,-0.28,-0.44
40260099999,-1.41,-4.43
40265099999,-2.68,-6.87
40270099999,-0.33,-0.74
40272099999,0.83,2.18
40310099999,-3.69,-16.46
40340099999,-0.96,-3.14
40356099999,-3.75,-12.79
40357099999,2.36,14.01
40360099999,-0.82,-3.91
40361099999,1.49,10.56
40362099999,2.94,11.09
40373099999,-3.55,-7.87
40375099999,-0.2,-0.83
40377099999,-0.23,-0.94
40394099999,0.66,3.12
40400099999,-6.11,-45.17
40405099999,-1.77,-3.34
40416099999,-4.71,-8.89
40420099999,0.05,0.41
40430099999,-0.19,-0.71
40437099999,-1.85,-4.79
40439099999,-0.96,-2.54
40582099999,-24.9,-36.15
40701099999,-0.58,-2.27
40703099999,0.22,0.61
40704099999,-0.91,-3.79
40706099999,-1.67,-3.12
40710099999,0.11,0.52
40712099999,-0.26,-0.62
40713099999,-0.56,-2.07
40718099999,1.46,1.29
40719099999,-1.62,-1.99
40729099999,-7.23,-18.97
40731099999,0.15,0.41
40732099999,2.59,1.88
40736099999,-0.77,-0.84
40738099999,0.88,1.53
40739099999,-0.64,-2.27
40740099999,0.22,0.77
40743099999,-0.05,-0.14
40745099999,-5.64,-15.14
40747099999,-0.15,-0.31
40754099999,-0.6,-1.32
40757099999,0.12,0.39
40762099999,-0.65,-1.6
40766099999,1.09,2.4
40769099999,-11.44,-16.21
40785099999,-0.5,-1.87
40798099999,-0.39,-0.97
40800099999,-1.62,-4.42
40809099999,0.47,1.53
40811099999,-0.52,-1.0
40818099999,0.41,1.27
40821099999,-0.62,-3.12
40831099999,-1.71,-2.63
40841099999,-0.63,-2.37
40848099999,-2.94,-6.2
40851099999,-0.95,-3.88
40853099999,0.39,1.0
40854099999,-3.98,-19.06
40856099999,-2.43,-10.25
40859099999,0.56,1.29
40875099999,-0.6,-0.82
40878099999,-2.94,-8.63
40879099999,-8.12,-20.82
41024099999,-1.83,-9.68
41030099999,-3.49,-21.46
41036099999,-1.92,-5.93
41055099999,-0.33,-1.06
41061099999,0.46,4.03
41084099999,-1.96,-4.68
41112099999,3.4,6.71
41114099999,0.68,2.91
41128099999,0.23,1.12
41136099999,2.9,15.83
41140099999,2.47,5.37
41150099999,-2.94,-6.58
41170099999,7.03,15.97
41184099999,-0.64,-2.2
41194099999,-1.98,-11.4
41196099999,-1.95,-5.18
41198099999,-5.06,-8.43
41216099999,0.41,3.47
41217099999,-2.38,-11.45
41218099999,0.51,2.29
41240099999,-1.19,-2.52
41244099999,1.85,6.6
41246099999,0.05,0.12
41254099999,-3.16,-6.19
41256099999,-3.89,-6.49
41268099999,-2.28,-6.05
41288099999,2.79,7.98
41312099999,7.55,16.68
41314099999,-0.15,-0.41
41316099999,3.65,7.17
41530099999,8.32,7.27
41571099999,21.39,15.6
41598099999,11.95,10.43
41620099999,12.06,16.36
41624099999,14.34,14.31
41640099999,7.88,8.82
41641099999,6.17,50.41
41660099999,1.9,2.81
41675099999,1.78,2.56
41685099999,5.06,7.14
41712099999,0.3,0.81
41715099999,13.06,13.29
41744099999,3.65,6.94
41749099999,17.44,16.76
41756099999,19.57,25.1
41764099999,5.03,6.67
41768099999,18.88,17.24
41780099999,0.93,1.68
41978099999,-11.14,-6.04
42027099999,0.44,0.88
42071099999,-0.03,-0.03
42101099999,2.29,2.12
42111099999,-2.72,-1.91
42131099999,0.74,1.11
42181099999,7.54,43.85
42182099999,-1.66,-1.64
42189099999,-3.58,-2.41
42309099999,-0.28,-0.21
42314099999,-0.25,-0.18
42328099999,1.54,2.39
42339099999,1.77,2.09
42348099999,-4.07,-3.95
42361099999,-0.89,-0.79
42369099999,-4.56,-3.35
42379099999,-6.34,-4.66
42410099999,-1.11,-0.84
42415099999,-2.32,-2.2
42452099999,-4.36,-5.79
42479099999,8.08,27.78
42492099999,1.44,1.06
42559099999,0.32,0.28
42571099999,2.96,2.91
42591099999,-5.88,-5.75
42634099999,-3.23,-3.69
42647099999,0.95,0.65
42667099999,2.63,2.0
42675099999,-9.54,-7.99
42701099999,-0.21,-0.18
42724099999,-2.0,-1.39
42737099999,6.91,4.72
42754099999,-0.69,-0.53
42779099999,-5.94,-5.24
42798099999,-1.34,-0.99
42809099999,-4.32,-3.16
42840099999,-2.29,-1.56
42867099999,8.47,6.36
42874099999,-4.79,-3.43
42886099999,0.17,0.15
42895099999,-0.5,-0.38
42909099999,-9.43,-6.06
42971099999,1.43,0.88
43003099999,6.53,2.85
43014099999,-7.02,-7.78
43041099999,1.83,1.56
43063099999,-1.31,-1.21
43086099999,2.36,2.39
43110099999,1.8,0.85
43117099999,0.63,0.79
43128099999,1.48,1.31
43150099999,-1.79,-1.36
43185099999,-3.16,-2.27
43189099999,1.48,1.29
43192099999,-3.2,-1.95
43198099999,3.5,3.5
43201099999,-2.54,-2.9
43213099999,-10.4,-12.31
43233099999,2.47,3.32
43237099999,-2.45,-2.77
43245099999,-5.29,-4.93
43279099999,-1.25,-0.79
43284099999,6.44,3.56
43295099999,-6.51,-5.55
43314099999,-3.3,-2.39
43321099999,1.94,2.03
43329099999,0.61,0.5
43333099999,1.41,0.94
43344099999,-3.63,-3.48
43353099999,4.03,2.76
43371099999,0.52,0.42
43497099999,0.4,0.5
43555099999,-1.24,-2.59
44203099999,-1.85,-5.92
44207099999,0.04,0.11
44212099999,1.62,6.48
44213099999,0.65,2.78
44214099999,1.07,4.47
44215099999,0.05,0.24
44218099999,-0.36,-1.17
44225099999,-2.37,-9.22
44230099999,-0.34,-0.96
44231099999,0.37,1.21
44232099999,0.28,0.56
44237099999,0.26,0.88
44239099999,1.27,2.67
44241099999,-1.12,-2.21
44256099999,0.46,1.3
44259099999,2.45,7.94
44265099999,-2.76,-16.44
44272099999,-0.4,-1.39
44275099999,-1.11,-4.94
44277099999,0.35,1.35
44282099999,-2.6,-6.32
44284099999,-2.89,-11.45
44285099999,1.0,3.22
44287099999,1.23,3.65
44288099999,0.5,1.65
44292099999,-0.57,-1.87
44294099999,0.14,0.41
44298099999,-1.05,-2.71
44302099999,1.73,4.47
44304099999,-0.52,-1.33
44305099999,1.01,3.05
44313099999,-0.21,-0.49
44314099999,-5.33,-14.73
44336099999,-0.99,-5.34
44341099999,0.66,2.12
44347099999,0.42,1.62
44352099999,-1.82,-3.88
44354099999,-2.89,-6.72
44358099999,1.63,4.68
44373099999,0.94,3.05
45007099999,-2.74,-1.79
45011099999,-2.75,-3.1
47003099999,-1.54,-1.64
47005099999,-1.62,-2.26
47008099999,2.03,2.18
47014099999,-1.46,-2.14
47016099999,-3.54,-5.97
47020099999,-0.17,-0.21
47022099999,-1.14,-1.74
47025099999,2.59,2.58
47028099999,1.89,1.83
47031099999,-1.76,-2.34
47035099999,2.1,1.89
47037099999,1.13,0.88
47039099999,-2.51,-2.31
47041099999,-0.31,-0.32
47046099999,1.68,2.12
47050099999,3.75,3.19
47052099999,-3.34,-3.12
47055099999,-0.49,-0.34
47058099999,-6.37,-6.17
47060099999,-0.19,-0.2
47061099999,2.95,1.88
47065099999,-3.52,-3.59
47067099999,-3.1,-2.54
47068099999,-3.6,-3.37
47069099999,0.44,0.39
47070099999,-1.46,-1.11
47075099999,-1.04,-0.8
47090099999,1.36,0.9
47095099999,-3.94,-2.55
47100099999,-1.01,-0.68
47101099999,-3.29,-2.14
47105099999,2.1,1.38
47106099999,0.53,0.37
47108099999,-5.72,-3.45
47112099999,-2.77,-2.01
47114099999,-7.06,-4.74
47115099999,2.09,1.98
47119099999,-5.41,-4.03
47121099999,-5.31,-4.51
47122099999,-2.87,-2.66
47127043216,2.24,2.16
47129099999,-1.29,-0.96
47130099999,-1.82,-1.44
47131099999,-3.06,-2.38
47133099999,0.37,0.26
47135099999,2.38,1.96
47136099999,1.98,1.71
47138099999,5.96,4.51
47140099999,-3.71,-2.88
47141043219,-3.69,-2.87
47143099999,0.64,0.55
47146099999,0.55,0.47
47152099999,1.05,0.76
47155099999,-1.18,-0.71
47156099999,-3.1,-2.28
47159099999,-4.92,-3.12
47162099999,3.62,2.47
47165099999,1.37,1.14
47168099999,0.22,0.13
47170099999,4.44,2.86
47184099999,3.25,1.96
47185043263,1.95,1.64
47189099999,1.7,1.0
47192099999,-4.24,-2.85
47401099999,0.58,0.79
47402099999,0.2,0.3
47404099999,1.38,1.99
47405099999,-0.23,-0.32
47406099999,1.4,1.97
47407099999,3.12,3.98
47409099999,1.05,1.46
47411099999,0.24,0.38
47412099999,0.19,0.26
47413099999,1.75,2.78
47417099999,0.68,0.86
47418099999,-0.6,-0.68
47420099999,-0.36,-0.4
47421099999,-0.78,-1.06
47423099999,-0.24,-0.3
47424099999,-0.26,-0.27
47426099999,1.57,1.81
47428099999,-2.37,-2.88
47430099999,1.9,2.37
47433099999,0.61,0.94
47435099999,1.63,2.58
47440099999,1.02,0.77
47512099999,3.34,2.75
47520099999,1.1,1.32
47570099999,-0.14,-0.17
47574099999,-1.79,-2.17
47575099999,0.72,0.84
47576099999,-0.43,-0.5
47581099999,-1.2,-1.3
47582099999,2.36,2.38
47584099999,0.49,0.55
47585099999,0.39,0.29
47587099999,2.86,3.08
47588099999,1.18,1.44
47590099999,-0.49,-0.46
47592099999,-0.67,-0.76
47595099999,0.56,0.64
47597099999,-0.11,-0.1
47598099999,-1.03,-0.87
47600099999,0.96,0.79
47602099999,-0.26,-0.29
47604099999,0.11,0.13
47605099999,0.77,0.71
47606099999,0.18,0.18
47607099999,2.76,2.96
47610099999,3.4,4.45
47612099999,3.1,3.16
47615099999,2.95,2.48
47616099999,1.45,1.52
47617099999,3.63,3.53
47618099999,2.91,3.47
47620099999,2.19,2.7
47622099999,0.4,0.4
47624099999,1.56,1.39
47626099999,-0.6,-0.47
47629099999,-0.28,-0.25
47631099999,1.79,1.88
47632099999,1.14,1.05
47636099999,-3.93,-3.14
47637099999,0.77,0.76
47638099999,2.67,2.69
47640099999,4.11,2.95
47641099999,-0.5,-0.38
47648099999,-2.23,-1.79
47649099999,2.68,2.59
47651099999,-3.89,-2.98
47653099999,2.39,1.88
47654099999,5.48,3.96
47655099999,0.54,0.34
47656099999,0.75,0.49
47657099999,-1.63,-1.26
47662099999,1.14,0.83
47663099999,0.48,0.19
47666099999,5.82,4.53
47668099999,-0.86,-0.57
47670099999,0.8,0.57
47672099999,2.56,1.84
47674099999,-1.58,-0.95
47675099999,8.32,4.26
47677099999,5.28,2.87
47678099999,4.15,2.06
47682099999,0.67,0.56
47684099999,0.64,0.47
47690099999,-1.65,-1.03
47740099999,4.54,3.31
47741099999,2.98,2.69
47742099999,1.93,1.64
47744099999,2.81,2.47
47746099999,7.15,6.82
47747099999,0.93,0.91
47750099999,2.62,2.31
47754099999,4.31,3.6
47755099999,3.27,2.72
47756099999,0.63,0.69
47759099999,2.31,1.85
47761099999,0.79,0.92
47762099999,2.84,2.24
47765099999,8.06,5.66
47766099999,1.85,1.75
47767099999,1.19,1.43
47768099999,2.47,3.02
47769099999,0.03,0.03
47770099999,3.01,2.95
47772099999,6.56,6.16
47776099999,1.93,1.23
47777099999,1.93,1.5
47778099999,7.34,3.88
47780099999,1.97,2.22
47784099999,1.52,1.11
47800099999,4.97,2.99
47805099999,5.55,3.49
47807099999,1.81,1.17
47809099999,3.32,2.18
47812099999,6.6,4.08
47813099999,4.66,3.11
47814099999,2.0,1.46
47815099999,0.25,0.17
47817099999,3.49,2.4
47818099999,0.15,0.08
47819099999,0.94,0.57
47821099999,-5.89,-2.96
47822099999,-0.4,-0.21
47823099999,5.97,3.49
47824099999,-1.09,-0.6
47827099999,2.9,1.69
47829099999,3.29,1.78
47830099999,4.73,2.65
47831099999,1.28,0.72
47835099999,0.8,0.45
47836099999,0.09,0.04
47837099999,-1.05,-0.55
47838099999,2.3,1.43
47843099999,7.48,4.17
47887099999,5.4,5.23
47890099999,3.23,3.55
47891099999,2.05,2.01
47892099999,1.56,1.2
47893099999,2.2,1.23
47895099999,-1.14,-0.84
47897099999,-0.33,-0.2
47898099999,0.77,0.45
47899099999,-0.17,-0.1
47909099999,-5.43,-2.74
47912099999,-0.44,-0.27
47918099999,6.23,3.04
47927099999,6.06,3.32
47929099999,2.23,1.29
47933042215,1.74,0.94
47936099999,-6.5,-3.31
47942099999,-3.06,-2.07
47945099999,-2.61,-1.68
47971042402,3.91,2.97
47991099999,3.8,3.27
48300099999,-0.74,-0.94
48303099999,-0.79,-0.82
48310099999,1.21,1.45
48315099999,2.97,2.61
48325099999,-1.97,-2.85
48327099999,-1.69,-1.64
48328099999,-0.33,-0.41
48329099999,1.74,2.36
48330099999,0.8,0.9
48331099999,2.05,2.01
48351099999,0.53,0.55
48352099999,-1.52,-1.56
48353099999,1.51,1.68
48354099999,-2.07,-2.3
48356099999,-1.13,-1.06
48357099999,-0.13,-0.09
48375099999,-0.83,-0.87
48376099999,1.3,1.46
48377099999,-0.1,-0.12
48378099999,2.3,2.14
48379099999,-1.84,-2.13
48380099999,0.65,0.76
48381099999,-3.02,-3.25
48383099999,0.05,0.05
48400099999,-0.93,-1.06
48403099999,-3.06,-3.51
48405099999,5.27,5.29
48407099999,2.42,2.22
48413099999,2.35,2.49
48416099999,-0.59,-0.6
48418099999,-0.05,-0.06
48421099999,-2.54,-3.08
48425099999,-1.11,-1.3
48426099999,-1.04,-1.05
48430099999,-3.92,-3.72
48431099999,-0.94,-1.01
48432099999,2.53,2.34
48450099999,-2.04,-2.36
48455099999,0.83,0.72
48456099999,-2.65,-1.97
48459099999,-0.76,-0.79
48460099999,1.54,1.59
48461099999,1.41,1.52
48462099999,2.82,3.36
48465099999,2.19,2.17
48475099999,0.2,0.18
48477099999,0.97,0.93
48478099999,-0.8,-0.85
48480099999,0.25,0.16
48500099999,2.7,2.22
48501099999,-6.25,-2.56
48517099999,2.42,2.06
48532099999,-3.45,-2.02
48550099999,-5.48,-3.84
48551099999,1.24,0.96
48552099999,-0.1,-0.05
48561099999,-0.47,-0.27
48564099999,-2.08,-1.85
48565099999,1.03,0.76
48566099999,1.05,0.82
48567099999,1.01,0.94
48568099999,0.17,0.1
48569099999,-5.45,-4.21
48570099999,-0.86,-0.79
48580099999,-2.09,-1.58
48583099999,-6.01,-3.12
48601099999,2.65,1.97
48615099999,-2.5,-1.27
48620099999,0.96,0.82
48647099999,1.68,1.33
48657099999,3.26,1.46
48665099999,0.66,0.57
48698099999,-1.67,-1.06
48803099999,-2.02,-1.5
48806099999,0.97,1.21
48808099999,1.27,1.1
48823099999,2.08,1.61
48826099999,2.29,1.86
48830099999,-2.44,-1.94
48839099999,-0.3,-0.23
48840099999,-5.62,-3.34
48845099999,6.71,3.74
48848099999,-1.39,-0.72
48852099999,-9.0,-3.42
48855099999,0.71,0.37
48870099999,-0.34,-0.24
48877099999,-1.57,-1.16
48887099999,-0.41,-0.44
48914099999,-10.06,-8.53
48917099999,4.44,2.65
48918099999,1.75,1.64
48920099999,-6.93,-4.03
48940099999,-0.98,-1.51
50136099999,1.72,3.69
50353099999,1.29,2.6
50434099999,4.16,8.32
50468099999,2.41,3.72
50527099999,1.98,3.88
50548099999,3.1,4.42
50557099999,5.17,7.81
50564099999,2.74,3.85
50603099999,0.16,0.4
50632099999,3.85,5.97
50658099999,2.91,5.01
50727099999,3.73,6.51
50745099999,-0.22,-0.37
50756099999,2.37,4.41
