stationid,absolute_increase_per_year,relative_increase_per_year_in_% (absolute_increase / middle_value_from_all_years)
23891099999,2.12,4.25
23929099999,0.3,0.9
23955099999,0.3,0.61
23966099999,-0.86,-1.58
23973099999,-0.83,-2.04
23975099999,0.81,1.28
23987099999,1.33,2.96
24143099999,-2.94,-8.83
24266099999,5.75,21.81
24329099999,7.31,21.62
24343099999,-2.0,-4.32
24507099999,2.0,5.79
24639099999,7.81,15.41
24641099999,-2.99,-10.02
24652099999,-0.46,-1.6
24656099999,1.77,3.75
24671099999,-12.19,-46.75
24724099999,-0.77,-2.47
24738099999,12.48,22.58
24768099999,0.15,0.45
24817099999,-2.36,-10.06
24856099999,15.32,25.15
24908099999,-0.11,-0.34
24923099999,-1.08,-2.13
24944099999,3.34,7.7
24951099999,0.43,1.16
24959099999,-1.79,-8.41
24962099999,13.92,23.47
24966099999,8.28,23.85
24988099999,5.16,17.29
25248099999,1.06,6.83
25378099999,-0.07,-0.19
25399099999,-0.94,-2.75
25400099999,4.87,14.03
25551099999,-1.84,-4.21
25563099999,-3.04,-11.66
25703099999,-0.46,-1.89
25956099999,5.58,12.25
26038099999,4.74,5.84
26059099999,-0.68,-1.12
26063099999,2.37,2.39
26094099999,4.47,6.44
26167099999,-6.25,-9.1
26242099999,-1.03,-1.54
26258099999,0.93,1.22
26275099999,6.55,11.34
26313099999,-10.54,-18.45
26406099999,3.39,6.13
26509099999,-0.85,-1.13
26518099999,-2.49,-5.46
26531099999,-2.75,-5.21
26544099999,-3.59,-6.84
26554099999,-3.94,-7.62
26629099999,-0.65,-1.06
26633099999,-0.58,-1.17
26645099999,-2.92,-4.89
26666099999,0.3,0.35
26702099999,-3.13,-3.69
26730099999,-4.04,-5.58
26763099999,-1.9,-3.99
26832099999,-3.28,-5.25
26850099999,-1.91,-3.69
26887099999,-2.52,-4.19
26898099999,4.79,7.99
26941099999,-3.35,-5.57
26951099999,-1.22,-3.12
26961099999,-1.91,-3.74
26997099999,-1.16,-1.46
27083099999,-3.16,-5.51
27373099999,0.45,0.82
27479099999,0.58,0.85
27665099999,-1.07,-2.08
27679099999,0.13,0.23
27906099999,1.85,3.03
28064099999,-1.99,-3.93
28076099999,-1.73,-2.84
28214099999,1.95,5.31
28411099999,-3.35,-8.93
28491099999,0.97,2.62
28541099999,9.67,18.89
28573099999,4.36,8.93
28698099999,14.44,25.2
28748099999,-0.02,-0.08
28786099999,1.38,4.15
28838099999,0.57,1.89
28867099999,2.34,9.43
29023099999,-2.84,-5.1
29111099999,-0.79,-1.47
29122099999,-4.11,-11.64
29209099999,3.49,6.49
29231099999,-1.45,-2.5
29253099999,14.9,21.28
29263099999,0.34,0.73
29274099999,0.02,0.03
29282099999,0.32,0.91
29313099999,-2.15,-3.98
29328099999,-1.89,-3.44
29348099999,1.6,3.92
29405099999,1.44,3.24
29418099999,-1.55,-2.47
29430099999,-10.2,-20.39
29456099999,4.33,6.56
29467099999,-0.93,-1.65
29471099999,-0.24,-0.4
29477099999,5.34,7.6
29481099999,8.47,23.36
29524099999,-1.02,-3.01
29551099999,-0.26,-0.62
29553099999,0.31,0.66
29557099999,2.78,6.54
29562099999,0.74,1.55
29576099999,8.95,18.1
29581099999,-0.09,-0.29
29587099999,-0.6,-0.94
29594099999,-8.97,-15.75
29602099999,-3.58,-10.56
29605099999,1.3,2.91
29612099999,-1.05,-2.7
29625099999,0.19,0.52
29631099999,-1.88,-3.66
29636099999,-1.01,-2.72
29653099999,0.76,2.03
29654099999,-6.43,-9.41
29676099999,2.13,3.3
29698099999,3.5,7.01
29706099999,0.24,0.52
29724099999,3.07,8.86
29726099999,-0.66,-1.3
29736099999,1.66,3.67
29759099999,6.96,12.01
29766099999,2.07,6.18
29789099999,5.03,10.64
29814099999,0.65,1.43
29822099999,0.53,1.5
29827099999,0.48,1.03
29838099999,-1.41,-2.44
29846099999,-0.95,-1.53
29864099999,-2.27,-6.39
29869099999,4.26,7.19
29937099999,1.62,2.63
29939099999,0.7,1.29
29956099999,3.74,7.18
30054099999,2.94,5.15
30157099999,-1.53,-2.8
30230099999,-3.4,-5.3
30328099999,-2.22,-3.95
30337099999,-0.69,-0.95
30372099999,-1.37,-4.28
30385099999,-2.7,-6.07
30393099999,-4.22,-9.72
30405099999,1.1,2.33
30455099999,1.8,4.24
30493099999,1.68,2.9
30499099999,-5.31,-8.41
30504099999,1.55,3.16
30521099999,-0.7,-1.3
30554099999,-0.54,-1.16
30603099999,4.25,10.4
30612099999,3.86,5.9
30622099999,0.24,0.65
30627099999,-0.33,-1.35
30650099999,-0.61,-2.0
30664099999,2.91,5.81
30673099999,1.98,5.86
30683099999,1.73,4.19
30686099999,3.92,8.51
30695099999,1.58,4.15
30703099999,2.31,4.54
30731099999,0.91,2.72
30741099999,-5.95,-10.56
30745099999,-0.56,-1.49
30758099999,2.59,5.88
30764099999,1.35,3.34
30777099999,1.93,5.17
30781099999,0.11,0.35
30802099999,-10.11,-31.44
30823099999,-0.0,-0.0
30838099999,-4.31,-12.03
30844099999,4.92,13.27
30846099999,3.16,10.71
30859099999,-2.49,-9.48
30862099999,2.9,8.12
30879099999,-2.14,-5.72
30925099999,0.2,0.85
30935099999,1.53,3.82
30949099999,4.45,12.23
30957099999,4.05,10.8
30961099999,3.32,7.11
30965099999,-0.44,-1.0
30971099999,-8.65,-23.93
30975099999,-0.35,-0.85
30978099999,-4.34,-9.15
31004099999,1.3,1.56
31054099999,-2.9,-10.27
31088099999,-1.25,-3.69
31123099999,-1.98,-7.52
31137099999,-1.69,-3.95
31152099999,1.81,7.49
31174099999,-11.01,-25.39
31253099999,-1.31,-3.47
31295099999,2.99,4.51
31300099999,2.63,5.8
31329099999,2.95,4.71
31348099999,5.55,14.24
31371099999,2.54,4.1
31388099999,8.95,12.18
31416099999,4.57,11.33
31418099999,6.69,14.01
31439099999,5.3,11.55
31442099999,-2.62,-3.7
31445099999,4.98,9.66
31474099999,17.9,26.59
31484099999,-1.59,-3.84
31489099999,5.2,13.13
31510099999,-0.1,-0.16
31521099999,0.11,0.15
31527099999,-1.35,-2.36
31532099999,1.55,3.84
31534099999,6.42,9.58
31538099999,2.93,5.83
31587099999,-3.06,-7.08
31594099999,3.03,5.53
31624099999,8.14,14.34
31632099999,1.91,3.7
31655099999,0.68,1.69
31702099999,1.43,2.78
31707099999,1.76,3.94
31713099999,4.01,7.67
31725099999,6.31,11.73
31735099999,3.09,7.07
31801099999,4.69,6.5
31825099999,6.85,18.21
31832099999,1.86,3.7
31845099999,2.84,6.7
31866099999,3.39,5.5
31873099999,3.13,5.5
31878099999,4.15,10.29
31909099999,0.87,1.67
31915099999,8.52,24.04
31921099999,3.04,7.44
31959099999,1.99,3.11
31960099999,1.31,1.53
31981099999,3.34,6.85
31987099999,11.01,19.15
31989099999,3.4,7.42
32027099999,-0.67,-2.1
32053099999,-5.91,-10.37
32061099999,-6.01,-10.73
32069099999,1.76,3.95
32076099999,5.01,9.05
33008099999,3.88,5.2
33019099999,-6.2,-16.15
33027099999,-2.14,-4.26
33036099999,-2.76,-4.96
33041099999,0.85,1.36
33088099999,-6.0,-8.86
33135099999,-1.01,-2.05
33177099999,-5.51,-7.02
33261099999,4.03,5.53
33275099999,-1.52,-2.45
33301099999,-5.38,-8.67
33317099999,-1.28,-1.75
33325099999,1.79,3.21
33345099999,-2.37,-3.6
33377099999,0.65,0.86
33393099999,1.2,1.62
33415099999,-0.61,-1.0
33429099999,-7.45,-14.44
33466099999,0.68,1.12
33506099999,-6.94,-13.69
33562099999,1.09,1.91
33587099999,1.71,2.99
33614099999,-3.07,-6.65
33631099999,-2.91,-3.8
33658099999,2.06,3.21
33663099999,-4.99,-10.88
33711099999,-7.93,-14.99
33761099999,-4.58,-9.27
33791099999,2.51,4.77
33815099999,3.19,5.67
33837099999,2.55,5.0
33902099999,-8.89,-16.0
33946099999,3.01,5.15
33983099999,5.05,10.17
34009099999,-0.58,-0.89
34247099999,9.88,22.23
34300099999,1.05,2.05
34336099999,10.31,22.59
34415099999,-6.48,-11.93
34504099999,2.19,3.37
34601099999,3.88,6.93
34691099999,-1.8,-7.68
34712099999,-0.12,-0.27
34858099999,1.12,3.33
34861099999,-4.39,-15.21
35026099999,6.36,13.12
35037099999,2.21,7.16
35121099999,0.15,0.52
35576099999,0.0,0.0
35699099999,0.54,4.46
36021099999,-1.54,-4.85
36022099999,3.02,7.3
36034099999,2.05,6.3
36038099999,3.47,5.9
36058099999,0.86,1.59
36061099999,7.03,9.3
36064099999,-1.71,-3.2
36096099999,2.87,10.31
36397099999,-0.54,-2.66
36428099999,1.77,4.44
36535099999,1.77,7.07
36974099999,6.57,21.63
36982099999,270.13,74.64
37472099999,5.74,11.46
37549099999,-2.52,-4.42
37575099999,85.18,43.7
37735099999,-0.42,-0.72
37985099999,102.1,44.78
38062099999,0.8,4.41
38178099999,0.5,5.57
38345099999,2.14,13.58
38353099999,8.23,24.84
38392099999,0.36,2.76
38396099999,1.79,17.9
38457099999,-0.6,-2.35
38462099999,-2.86,-9.06
38507099999,-7.33,-33.63
38545099999,0.71,4.02
38565099999,0.35,1.21
38599099999,10.85,25.75
38611099999,-8.59,-16.97
38613099999,1.77,4.93
38618099999,-2.14,-8.31
38647099999,2.8,12.73
38687099999,6.46,26.57
38696099999,0.56,1.38
38763099999,1.61,5.98
38774099999,-3.59,-18.72
38806099999,3.91,12.4
38812099999,-0.0,-0.0
38836099999,-0.51,-1.4
38880099999,3.93,12.58
38895099999,-0.0,-0.0
38911099999,1.81,18.65
38915099999,4.79,24.64
38927099999,-8.18,-28.7
38933099999,7.86,26.66
38954099999,9.12,30.85
38974099999,2.89,12.29
38987099999,3.35,13.24
40001099999,4.04,14.51
40022099999,6.77,10.91
40025099999,-3.05,-5.99
40030099999,-3.83,-12.1
40080099999,-0.52,-3.77
40100099999,-1.27,-3.53
40101099999,1.7,5.22
40103099999,-0.67,-1.36
40180099999,4.05,11.35
40199099999,0.25,29.29
40255099999,-2.09,-5.48
40265099999,-0.64,-5.63
40270099999,0.94,5.23
40272099999,0.88,4.22
40310099999,-2.61,-55.71
40362099999,2.75,73.21
40420099999,1.24,17.13
40582099999,-17.3,-54.6
40701099999,-0.78,-3.31
40703099999,-0.35,-1.45
40704099999,-2.04,-15.83
40710099999,0.14,1.29
40713099999,-1.09,-10.01
40718099999,7.6,6.72
40719099999,-3.89,-5.52
40729099999,-9.52,-45.13
40731099999,-0.86,-7.77
40732099999,4.88,3.93
40736099999,-2.63,-4.02
40738099999,-0.65,-1.62
40739099999,-1.52,-16.97
40740099999,1.71,8.83
40743099999,0.87,4.94
40745099999,-6.99,-47.41
40747099999,-1.0,-3.87
40754099999,-0.36,-1.6
40762099999,-1.11,-5.56
40766099999,-0.96,-3.66
40769099999,-16.64,-36.73
40798099999,-0.06,-0.44
40811099999,1.32,5.86
40831099999,2.02,8.56
40848099999,-6.65,-33.87
40851099999,-0.19,-9.64
40853099999,0.85,6.13
40856099999,-1.77,-75.0
40859099999,1.41,17.49
40879099999,-6.61,-45.51
41198099999,0.0,0.0
41254099999,-3.84,-20.19
41288099999,3.65,62.94
41312099999,45.51,61.81
41316099999,4.93,11.78
41530099999,20.2,31.21
41571099999,175.48,39.25
41598099999,29.76,19.67
41620099999,114.65,36.71
41624099999,33.57,27.66
41640099999,30.66,29.45
41660099999,1.46,6.08
41675099999,-5.48,-64.29
41685099999,8.5,19.27
41712099999,2.14,44.64
41715099999,21.74,23.85
41744099999,3.64,17.71
41749099999,55.84,31.73
41756099999,36.82,62.31
41764099999,8.75,52.5
41768099999,40.59,37.67
41780099999,4.77,39.24
41978099999,-7.69,-4.01
42027099999,1.21,3.7
42071099999,1.66,3.5
42101099999,0.89,1.46
42111099999,-6.05,-3.93
42131099999,2.32,7.09
42182099999,0.26,0.43
42189099999,-4.29,-4.33
42309099999,11.84,7.03
42314099999,4.29,2.54
42339099999,3.32,6.53
42348099999,-1.2,-1.74
42361099999,-2.52,-3.77
42369099999,-6.2,-6.4
42379099999,-13.45,-16.87
42410099999,-6.64,-4.69
42415099999,-3.05,-2.68
42452099999,-1.06,-2.18
42492099999,1.71,1.65
42559099999,18.64,17.74
42571099999,8.68,9.56
42591099999,-7.86,-11.15
42634099999,-6.73,-19.5
42647099999,0.41,0.48
42667099999,9.18,7.87
42675099999,-17.74,-19.01
42701099999,1.23,0.98
42724099999,-10.59,-6.57
42737099999,21.61,20.06
42754099999,-6.15,-6.13
42779099999,-8.81,-7.64
42798099999,-0.44,-0.29
42809099999,-16.18,-10.03
42840099999,0.77,1.0
42867099999,5.07,3.89
42874099999,-4.48,-4.9
42886099999,-1.94,-1.51
42895099999,-3.16,-2.34
42909099999,-14.1,-18.82
42971099999,7.81,4.6
43003099999,40.35,14.98
43014099999,-5.56,-8.28
43041099999,8.53,7.03
43063099999,-7.33,-8.0
43086099999,-2.91,-3.89
43110099999,21.83,8.61
43117099999,2.98,5.36
43128099999,-2.43,-2.9
43185099999,-4.02,-4.05
43189099999,-1.23,-1.32
43192099999,-10.01,-6.39
43198099999,9.45,10.21
43201099999,-9.14,-14.38
43213099999,-16.85,-40.71
43233099999,5.36,6.39
43237099999,1.25,2.35
43245099999,-7.36,-12.62
43279099999,8.27,5.67
43284099999,28.5,13.36
43295099999,-8.04,-8.19
43314099999,-13.03,-8.97
43321099999,5.58,9.18
43329099999,-2.05,-2.25
43333099999,-9.57,-4.11
43344099999,-10.25,-14.15
43353099999,12.16,6.46
43371099999,7.48,4.69
43497099999,2.2,3.21
43555099999,-2.01,-9.01
44203099999,-2.55,-15.73
44213099999,3.96,21.49
44215099999,0.77,11.32
44218099999,-0.57,-3.47
44225099999,-2.9,-15.74
44230099999,1.59,6.45
44231099999,-0.98,-6.76
44237099999,1.73,10.75
44241099999,-0.96,-3.1
44256099999,0.4,2.32
44259099999,1.14,6.06
44265099999,-3.47,-54.29
44275099999,-1.91,-20.39
44282099999,-3.21,-12.72
44284099999,-4.65,-38.36
44285099999,2.5,10.79
44287099999,0.64,4.37
44288099999,1.43,8.96
44292099999,-0.94,-6.12
44294099999,1.93,11.59
44302099999,0.68,2.89
44304099999,0.46,2.16
44305099999,-0.9,-4.76
44313099999,1.15,4.52
44314099999,-6.82,-42.63
44336099999,-1.71,-31.87
44354099999,-3.0,-18.98
44373099999,2.05,12.11
45007099999,-2.25,-1.83
45011099999,-7.72,-11.57
47003099999,0.02,0.03
47005099999,-1.89,-2.28
47008099999,5.8,8.19
47014099999,-3.29,-6.62
47016099999,-4.36,-8.58
47020099999,4.56,5.32
47022099999,2.27,3.57
47025099999,8.72,9.4
47028099999,6.88,6.34
47031099999,-5.33,-7.28
47035099999,7.96,9.62
47037099999,15.04,12.76
47039099999,-13.33,-12.0
47041099999,-2.1,-2.37
47046099999,2.27,4.34
47050099999,31.28,22.09
47052099999,-0.91,-0.81
47055099999,7.97,6.14
47058099999,-10.77,-12.28
47060099999,4.87,6.77
47061099999,13.99,8.85
47065099999,-5.62,-7.87
47067099999,-15.07,-13.39
47068099999,-7.95,-10.8
47069099999,-3.72,-3.95
47070099999,-4.75,-4.86
47075099999,3.27,2.29
47090099999,10.05,6.39
47095099999,-5.73,-3.62
47100099999,4.46,2.91
47101099999,-9.12,-6.15
47105099999,2.84,1.89
47106099999,-2.09,-1.95
47108099999,-12.82,-8.35
47112099999,-11.02,-8.28
47114099999,-18.11,-12.13
47115099999,5.84,3.94
47119099999,-9.2,-7.46
47121099999,-14.3,-14.72
47122099999,-2.67,-4.35
47127043216,0.52,0.75
47129099999,-8.18,-7.5
47130099999,-6.04,-4.98
47131099999,-6.02,-4.16
47133099999,1.97,1.35
47135099999,8.12,5.63
47136099999,6.83,6.5
47138099999,15.75,10.67
47140099999,4.05,2.63
47141043219,-3.18,-2.01
47143099999,0.64,0.51
47146099999,0.97,0.77
47152099999,3.96,2.82
47155099999,2.17,1.41
47156099999,-2.72,-1.91
47159099999,-8.94,-6.18
47162099999,6.06,4.37
47165099999,2.56,2.18
47168099999,-2.41,-1.58
47170099999,13.39,9.33
47184099999,8.83,4.51
47189099999,8.91,4.33
47192099999,-11.7,-8.91
47401099999,2.0,1.82
47402099999,4.33,4.07
47404099999,-0.19,-0.17
47405099999,-1.39,-1.37
47406099999,5.03,4.4
47407099999,5.21,3.86
47409099999,2.34,2.09
47411099999,4.12,3.84
47412099999,2.48,2.3
47413099999,3.49,3.1
47417099999,-0.82,-1.09
47418099999,3.81,3.68
47420099999,-2.12,-1.98
47421099999,0.7,0.64
47423099999,-5.47,-5.45
47424099999,-1.56,-1.56
47426099999,10.95,9.13
47428099999,-1.42,-1.31
47430099999,3.65,2.87
47433099999,2.89,2.51
47435099999,8.91,9.3
47440099999,-1.69,-1.27
47512099999,7.42,5.05
47520099999,8.61,4.87
47570099999,-1.73,-1.58
47574099999,-7.47,-5.31
47575099999,3.7,2.43
47576099999,-0.43,-0.34
47581099999,-0.83,-0.81
47582099999,9.42,4.73
47584099999,0.31,0.24
47585099999,-2.91,-1.97
47587099999,13.07,7.28
47588099999,6.87,5.98
47590099999,-5.11,-4.05
47592099999,-7.26,-8.65
47595099999,6.22,5.89
47597099999,-5.33,-4.65
47598099999,-4.51,-3.39
47600099999,4.83,2.32
47602099999,1.89,1.3
47604099999,-0.21,-0.14
47605099999,17.09,7.67
47606099999,-2.31,-1.3
47607099999,13.97,7.7
47610099999,8.96,9.01
47612099999,6.49,3.53
47615099999,1.35,0.99
47616099999,7.11,3.84
47617099999,18.9,11.08
47618099999,3.92,4.39
47620099999,6.21,6.87
47622099999,-3.95,-4.65
47624099999,0.36,0.29
47626099999,0.41,0.37
47629099999,-1.46,-1.23
47631099999,0.62,0.3
47632099999,-1.96,-1.24
47636099999,-6.79,-4.82
47637099999,5.31,4.25
47638099999,2.69,2.42
47640099999,-0.18,-0.13
47641099999,-1.12,-0.97
47648099999,7.63,4.59
47649099999,6.95,4.9
47651099999,-5.64,-4.96
47653099999,6.64,5.71
47654099999,10.81,7.49
47655099999,-0.51,-0.31
47656099999,17.04,11.27
47657099999,-6.4,-5.14
47662099999,4.04,2.8
47663099999,2.41,0.75
47666099999,7.84,6.16
47668099999,2.77,1.93
47670099999,12.52,8.05
47672099999,12.37,7.81
47674099999,4.88,2.65
47675099999,38.52,13.79
47677099999,30.91,11.78
47678099999,17.27,5.44
47682099999,10.49,7.92
47684099999,-1.16,-0.66
47690099999,-13.33,-6.05
47740099999,5.23,2.77
47741099999,22.49,12.06
47742099999,11.84,7.47
47744099999,15.9,9.18
47746099999,20.27,10.97
47747099999,7.16,3.86
47750099999,15.9,7.79
47754099999,11.84,6.74
47755099999,10.29,6.29
47756099999,13.74,11.23
47759099999,9.91,7.08
47761099999,-2.38,-2.36
47762099999,5.32,3.62
47765099999,24.38,14.91
47766099999,10.15,9.76
47767099999,8.2,9.13
47768099999,3.37,3.21
47769099999,-4.95,-3.66
47770099999,17.69,13.46
47772099999,16.13,12.14
47776099999,3.89,1.63
47777099999,4.88,3.35
47778099999,6.56,2.73
47780099999,8.5,7.77
47784099999,3.9,2.75
47800099999,20.91,10.88
47805099999,15.93,7.16
47807099999,12.32,6.82
47809099999,3.84,2.1
47812099999,15.19,8.63
47813099999,18.18,8.05
47814099999,12.13,6.37
47815099999,-1.27,-0.78
47817099999,12.89,6.79
47818099999,-5.4,-2.11
47819099999,20.03,9.44
47821099999,-7.0,-2.78
47822099999,-13.3,-7.22
47823099999,32.37,13.6
47824099999,6.41,2.83
47827099999,16.46,7.19
47829099999,21.9,9.97
47830099999,14.36,6.5
47831099999,6.86,3.48
47835099999,14.37,6.6
47836099999,0.47,0.14
47837099999,-3.84,-1.47
47838099999,23.99,9.69
47843099999,30.79,13.37
47887099999,11.89,8.86
47890099999,10.35,9.42
47891099999,5.05,3.55
47892099999,3.97,2.53
47893099999,5.6,2.74
47895099999,-7.28,-3.78
47897099999,-13.86,-7.81
47898099999,12.81,5.35
47899099999,13.32,5.99
47909099999,-13.86,-4.13
47912099999,-7.74,-3.75
47918099999,12.33,4.48
47927099999,23.46,9.13
47929099999,19.77,8.34
47933042215,-8.6,-4.6
47936099999,-10.74,-4.45
47942099999,-9.59,-4.97
47945099999,5.05,2.56
47971042402,11.95,8.27
47991099999,7.59,5.64
48300099999,-3.89,-4.13
48303099999,-8.06,-6.1
48310099999,0.94,1.07
48315099999,10.18,7.96
48325099999,-4.59,-5.73
48327099999,-3.91,-4.02
48328099999,6.39,7.67
48329099999,-1.96,-2.53
48330099999,4.8,6.41
48331099999,4.91,4.64
48351099999,1.48,1.5
48352099999,-3.35,-2.3
48353099999,1.85,1.94
48354099999,-7.22,-8.75
48356099999,-7.08,-6.12
48357099999,1.6,0.91
48375099999,-1.38,-1.12
48376099999,9.34,10.85
48377099999,7.84,9.49
48378099999,8.58,7.82
48379099999,-6.84,-7.51
48380099999,-1.48,-1.74
48381099999,-0.09,-0.11
48383099999,4.84,3.9
48400099999,-2.05,-2.3
48403099999,-11.93,-17.24
48405099999,12.93,12.39
48407099999,-1.71,-1.26
48413099999,10.63,9.83
48416099999,-1.19,-1.4
48418099999,5.21,5.47
48421099999,-9.69,-8.35
48425099999,-2.99,-3.87
48426099999,3.81,3.96
48430099999,-15.34,-12.56
48431099999,5.35,5.5
48432099999,9.13,7.12
48450099999,-9.54,-12.57
48455099999,1.42,1.14
48456099999,-4.94,-4.46
48459099999,-6.07,-5.94
48460099999,7.77,8.22
48461099999,12.44,11.93
48462099999,2.74,2.77
48465099999,6.38,6.26
48475099999,-1.11,-1.07
48477099999,22.33,18.11
48478099999,-2.26,-2.54
48480099999,9.03,3.78
48500099999,-0.18,-0.13
48501099999,-28.1,-6.86
48517099999,5.89,3.27
48532099999,-20.03,-6.82
48550099999,-14.92,-7.37
48551099999,-4.68,-2.72
48552099999,15.31,4.15
48561099999,0.77,0.23
48564099999,-2.33,-1.3
48565099999,2.61,1.08
48566099999,-3.43,-1.86
48567099999,7.01,4.46
48568099999,4.0,1.58
48569099999,-20.99,-12.34
48570099999,-3.56,-1.99
48580099999,-6.44,-3.64
48583099999,-13.08,-4.19
48601099999,0.29,0.16
48615099999,-16.69,-6.12
48620099999,-3.14,-2.16
48647099999,9.97,4.84
48657099999,17.37,4.81
48665099999,5.28,3.82
48698099999,-0.64,-0.26
48803099999,0.35,0.25
48806099999,-1.36,-1.48
48808099999,-0.63,-0.65
48823099999,5.55,4.88
48826099999,3.5,3.2
48830099999,0.02,0.02
48839099999,-5.41,-6.64
48840099999,-8.99,-7.92
48845099999,33.3,15.08
48848099999,-7.61,-4.11
48852099999,-10.53,-3.0
48855099999,4.39,1.77
48870099999,-7.5,-6.39
48877099999,-2.89,-2.32
48887099999,-0.83,-1.14
48914099999,-13.79,-10.16
48917099999,22.47,9.97
48918099999,13.39,11.09
48920099999,-16.56,-7.51
48940099999,-1.37,-2.76
50136099999,18.26,24.63
50353099999,3.64,8.53
50434099999,58.54,43.89
50468099999,57.69,35.61
50527099999,5.57,11.91
50548099999,56.26,48.35
50557099999,30.93,22.85
50564099999,3.36,4.67
50603099999,1.13,4.54
50632099999,82.35,34.71
50658099999,7.63,13.15
50727099999,47.19,38.72
50745099999,-0.49,-1.1
50756099999,13.96,23.58
50774099999,2.68,3.78
50788099999,70.98,54.38
50844099999,0.9,2.81
50854099999,1.19,2.17
50888099999,12.8,19.17
50915099999,18.12,21.1
50949099999,6.62,12.55
50953099999,4.28,9.25
50963099999,31.71,22.36
50968099999,2.32,3.95
50978099999,15.02,17.45
50983099999,-2.69,-4.53
51053099999,110.25,56.72
51076099999,32.1,54.12
51087099999,35.04,53.26
51133099999,31.31,56.19
51156099999,49.04,65.49
51243099999,127.17,57.8
51288099999,115.9,63.03
51334099999,16.46,49.71
51379099999,75.53,64.05
51431099999,17.03,28.42
51463099999,57.17,43.42
51467099999,0.7,3.4
51542099999,20.82,38.09
51573099999,9.02,75.33
51709099999,0.86,9.18
51711099999,0.31,1.08
51765099999,1.25,20.83
51818099999,4.72,27.79
51886099999,5.36,42.16
52378099999,1.22,12.57
52418099999,-0.15,-1.59
52436099999,1.94,14.46
52533099999,44.16,50.49
52652099999,-1.43,-11.15
52681099999,-0.25,-1.71
52713099999,0.89,8.67
52737099999,28.28,51.92
52754099999,1.34,3.19
52787099999,28.48,39.42
52818099999,0.4,6.86
52836099999,35.97,42.43
52866099999,1.23,3.05
52908099999,1.51,5.39
52996099999,0.95,2.04
53068099999,4.28,25.39
53083099999,11.92,39.82
53149099999,1.74,6.41
53192099999,6.6,17.79
53231099999,-0.33,-2.43
53276099999,7.65,14.24
53336099999,-0.54,-2.09
53352099999,4.6,13.34
53391099999,5.73,12.13
53463099999,3.55,7.95
53480099999,1.23,3.91
53529099999,1.77,5.94
53543099999,-0.53,-1.18
53564099999,-2.51,-5.89
53588099999,10.1,12.7
53593099999,-1.02,-2.69
53614099999,0.5,2.32
53646099999,6.79,11.89
53673099999,1.85,4.94
53698099999,8.08,14.02
53705099999,0.84,4.05
53723099999,1.65,4.93
53764099999,3.35,5.88
53772099999,6.8,14.91
53787099999,5.0,9.0
53798099999,-3.79,-6.83
53845099999,6.58,11.48
53863099999,10.74,22.72
53898099999,4.25,6.94
53915099999,5.17,8.85
53923099999,5.4,8.8
53959099999,-4.42,-10.02
53975099999,11.46,14.36
54012099999,5.59,14.35
54026099999,6.09,12.61
54027099999,-1.15,-4.1
54049099999,0.26,0.66
54094099999,45.62,27.77
54096099999,16.71,22.81
54102099999,25.09,30.49
54115099999,-0.16,-0.39
54135099999,7.31,17.92
54157099999,11.41,18.25
54161099999,28.3,28.03
54186099999,7.41,10.18
54208099999,2.07,4.53
54218099999,1.46,3.34
54226099999,6.18,11.52
54236099999,4.26,7.79
54259099999,-3.24,-4.45
54273099999,3.84,4.68
54292099999,8.58,13.97
54308099999,6.94,16.11
54311099999,3.34,7.99
54324099999,6.33,10.9
54337099999,-2.34,-4.67
54342099999,5.73,8.3
54346099999,2.38,2.81
54374099999,-2.53,-2.69
54377099999,-3.22,-4.11
54386099999,-2.29,-4.56
54401099999,-0.35,-0.83
54405099999,-0.48,-1.37
54423099999,10.84,15.33
54436099999,5.46,6.73
54471099999,-5.77,-9.52
54493099999,0.68,0.59
54497099999,13.49,13.08
54511099999,0.74,1.38
54527099999,7.04,12.51
54534099999,-1.74,-3.11
54539099999,-2.69,-4.82
54602099999,9.23,16.92
54618099999,6.54,10.23
54662099999,7.18,8.32
54715099999,2.8,3.37
54725099999,-5.71,-9.38
54751099999,-11.15,-17.99
54753099999,-1.59,-2.63
54776099999,-2.14,-2.74
54808099999,2.35,5.46
54823099999,3.5,4.52
54826099999,22.04,19.08
54836099999,11.5,16.83
54843099999,4.94,8.67
54857099999,-10.06,-13.64
54863099999,-3.52,-6.55
54909099999,5.41,8.22
54916099999,1.1,1.75
54929099999,4.1,4.26
54945099999,-12.66,-16.12
55279099999,12.78,27.31
55299099999,27.38,44.68
55472099999,2.02,6.64
55578099999,0.64,1.76
55591099999,1.9,5.41
55696099999,11.86,23.46
55773099999,-4.05,-8.96
56004099999,2.26,9.3
56018099999,35.75,44.81
56021099999,-0.07,-0.21
56029099999,0.06,0.16
56033099999,94.98,54.54
56046099999,39.05,39.16
56065099999,5.62,10.13
56079099999,11.47,19.2
56080099999,7.17,11.51
56096099999,9.1,14.78
56106099999,1.06,2.31
56116099999,4.53,8.43
56137099999,3.12,6.39
56144099999,1.73,2.78
56146099999,9.71,15.8
56152099999,0.53,1.05
56167099999,4.24,7.04
56172099999,-1.11,-2.05
56182099999,4.21,7.98
56196099999,12.47,9.21
56247099999,0.36,1.04
56257099999,-0.49,-0.99
56287099999,4.32,2.07
56312099999,2.65,4.0
56357099999,-1.03,-2.17
56374099999,6.07,7.48
