stationid,absolute_increase_per_year,relative_increase_per_year_in_% (absolute_increase / middle_value_from_all_years)
20087099999,0.102,2.78
20107099999,-0.002,-0.04
20292099999,0.036,1.02
20674099999,0.024,0.62
20891099999,0.065,1.56
21432099999,0.079,2.0
21824099999,0.015,0.31
21908099999,0.026,0.63
21921099999,-0.03,-0.73
21931099999,-0.088,-2.6
21982099999,-0.003,-0.08
22028099999,-0.003,-0.08
22106099999,0.026,0.55
22113099999,0.008,0.2
22127099999,0.003,0.06
22217099999,0.003,0.07
22235099999,-0.005,-0.12
22324099999,0.02,0.42
22349099999,-0.03,-0.67
22408099999,0.006,0.13
22602099999,0.045,0.96
22621099999,0.042,0.84
22721099999,0.03,0.59
22802099999,-0.003,-0.05
22820099999,-0.011,-0.22
22831099999,0.01,0.2
22892099999,-0.016,-0.28
23274099999,0.055,1.38
23426099999,0.049,0.94
23472099999,0.012,0.28
23631099999,-0.045,-0.95
23678099999,0.024,0.55
23724099999,0.008,0.16
23803099999,-0.062,-1.25
23884099999,0.009,0.21
23891099999,-0.018,-0.41
23929099999,0.204,4.8
23955099999,0.013,0.29
23966099999,-0.018,-0.39
23973099999,-0.014,-0.35
23975099999,-0.017,-0.36
23987099999,-0.024,-0.55
24143099999,-0.122,-2.85
24266099999,0.176,4.17
24329099999,0.066,1.49
24343099999,-0.074,-1.67
24507099999,0.005,0.13
24639099999,0.055,1.16
24641099999,-0.079,-1.87
24652099999,-0.03,-0.65
24656099999,-0.092,-1.75
24671099999,-0.792,-15.46
24724099999,-0.008,-0.2
24738099999,0.127,2.9
24768099999,-0.087,-1.85
24817099999,-0.037,-0.96
24856099999,0.187,3.61
24908099999,-0.04,-0.99
24923099999,-0.011,-0.26
24944099999,0.04,0.94
24951099999,0.007,0.14
24959099999,-0.059,-1.41
24962099999,0.205,3.83
24966099999,-0.007,-0.14
24988099999,0.533,8.6
25248099999,0.043,1.15
25378099999,0.08,1.19
25399099999,-0.018,-0.43
25400099999,0.13,3.46
25551099999,-0.011,-0.22
25563099999,-0.089,-1.88
25703099999,0.012,0.32
25956099999,0.46,9.04
26038099999,0.074,1.31
26059099999,-0.06,-1.09
26063099999,0.027,0.46
26094099999,0.033,0.61
26167099999,-0.029,-0.54
26242099999,0.028,0.52
26258099999,-0.01,-0.18
26275099999,0.006,0.11
26313099999,-0.312,-6.0
26348099999,-0.235,-6.73
26406099999,0.034,0.6
26509099999,-0.024,-0.38
26518099999,0.004,0.07
26531099999,-0.025,-0.45
26544099999,-0.406,-8.64
26554099999,-0.109,-2.1
26629099999,-0.034,-0.62
26633099999,0.017,0.32
26645099999,-0.107,-1.97
26666099999,-0.079,-1.37
26702099999,-0.085,-1.33
26730099999,-0.039,-0.68
26763099999,-0.107,-2.06
26832099999,-0.141,-2.55
26850099999,-0.069,-1.25
26887099999,-0.137,-2.43
26898099999,0.088,1.56
26941099999,-0.171,-3.05
26951099999,-0.1,-1.9
26961099999,-0.114,-2.09
26997099999,0.018,0.3
27083099999,-0.044,-0.92
27373099999,-0.026,-0.52
27479099999,0.001,0.02
27665099999,-0.518,-9.92
27679099999,0.099,1.96
27906099999,0.017,0.31
28064099999,-0.067,-1.4
28076099999,0.032,0.74
28214099999,-0.011,-0.27
28411099999,-0.02,-0.42
28465099999,-0.303,-6.1
28491099999,0.042,1.07
28541099999,0.056,1.14
28573099999,0.351,8.03
28698099999,0.22,4.23
28748099999,0.265,6.42
28786099999,0.367,9.63
28825099999,-0.117,-2.14
28838099999,0.278,6.09
28867099999,2.383,27.12
29023099999,-0.02,-0.41
29111099999,-0.001,-0.02
29122099999,-0.004,-0.08
29209099999,-0.041,-0.8
29231099999,-0.019,-0.38
29253099999,0.128,2.95
29263099999,0.004,0.1
29274099999,-0.016,-0.36
29282099999,-0.014,-0.34
29313099999,-0.028,-0.57
29328099999,-0.014,-0.29
29348099999,-0.028,-0.63
29367099999,0.106,2.61
29405099999,0.016,0.34
29418099999,-0.035,-0.72
29430099999,-0.111,-2.34
29456099999,0.093,1.9
29467099999,0.037,0.78
29471099999,-0.016,-0.34
29477099999,0.018,0.33
29481099999,0.043,1.0
29524099999,0.02,0.45
29551099999,-0.01,-0.21
29553099999,-0.034,-0.78
29557099999,-0.0,-0.01
29562099999,0.017,0.38
29576099999,0.044,0.87
29581099999,-0.036,-0.76
29587099999,-0.055,-0.93
29594099999,-0.127,-2.68
29602099999,-0.035,-0.77
29605099999,-0.018,-0.38
29612099999,-0.014,-0.31
29625099999,0.017,0.36
29631099999,-0.042,-0.86
29636099999,-0.007,-0.15
29653099999,0.118,2.34
29654099999,-0.022,-0.36
29676099999,0.053,0.91
29698099999,0.045,0.81
29706099999,-0.054,-1.06
29712099999,-0.054,-0.98
29724099999,0.042,0.91
29726099999,-0.061,-1.24
29736099999,0.003,0.07
29759099999,0.086,1.51
29766099999,0.089,1.89
29789099999,0.032,0.52
29814099999,0.028,0.55
29822099999,0.021,0.45
29827099999,0.012,0.24
29838099999,-0.014,-0.27
29846099999,0.089,1.79
29864099999,-0.027,-0.5
29869099999,0.063,1.12
29915099999,0.044,0.91
29923099999,0.03,0.6
29937099999,0.034,0.64
29939099999,-0.033,-0.59
29956099999,0.101,1.72
30054099999,0.002,0.05
30157099999,0.016,0.37
30230099999,-0.065,-1.46
30328099999,-0.071,-1.58
30337099999,-0.026,-0.54
30372099999,-0.023,-0.34
30385099999,-0.04,-0.6
30393099999,-0.122,-2.15
30405099999,0.045,0.88
30433099999,-0.061,-1.14
30455099999,-0.07,-0.99
30493099999,-0.115,-1.54
30499099999,-0.051,-0.66
30504099999,0.07,1.25
30521099999,-0.029,-0.54
30554099999,-0.088,-1.18
30603099999,0.046,0.91
30612099999,0.097,1.68
30622099999,0.047,0.83
30627099999,-0.028,-0.51
30635099999,0.045,0.78
30650099999,-0.062,-0.94
30664099999,0.108,1.56
30673099999,-0.009,-0.13
30683099999,-0.02,-0.28
30686099999,0.077,1.11
30695099999,0.109,1.47
30703099999,0.036,0.75
30731099999,0.025,0.42
30739099999,-0.14,-2.17
30741099999,-0.081,-1.31
30745099999,-0.082,-1.24
30758099999,0.257,3.32
30764099999,0.232,3.12
30777099999,0.132,1.85
30781099999,0.096,1.32
30802099999,-0.419,-6.82
30823099999,0.024,0.41
30829099999,-0.123,-2.22
30838099999,-0.053,-0.8
30844099999,0.073,1.18
30846099999,0.18,2.66
30859099999,0.044,0.63
30862099999,0.074,1.02
30879099999,0.062,0.83
30925099999,-0.048,-0.76
30935099999,0.015,0.23
30949099999,0.085,1.08
30957099999,0.087,1.13
30961099999,-0.035,-0.46
30965099999,0.038,0.58
30971099999,-0.036,-0.49
30975099999,0.013,0.16
30978099999,-0.185,-2.39
31004099999,-0.049,-0.92
31054099999,-0.148,-3.14
31088099999,-0.919,-12.2
31123099999,-0.069,-1.36
31137099999,-0.056,-1.07
31152099999,0.038,0.69
31168099999,0.446,4.51
31174099999,-0.381,-4.88
31253099999,-0.072,-0.98
31295099999,0.072,0.91
31300099999,0.113,1.37
31329099999,0.102,1.4
31348099999,0.071,0.91
31371099999,0.066,0.89
31388099999,0.187,2.44
31416099999,0.198,2.55
31418099999,0.409,5.27
31439099999,0.131,2.3
31442099999,0.053,0.66
31445099999,0.086,1.03
31474099999,0.517,6.44
31484099999,-1.154,-11.86
31489099999,-0.09,-1.25
31510099999,0.073,0.87
31521099999,0.042,0.53
31527099999,0.14,1.8
31532099999,0.134,1.79
31534099999,-0.056,-0.62
31538099999,0.684,9.16
31587099999,0.022,0.29
31594099999,0.062,0.78
31624099999,0.21,2.21
31632099999,-0.981,-9.99
31655099999,-1.165,-13.88
31702099999,-0.0,-0.0
31707099999,-2.144,-16.76
31713099999,0.592,7.05
31725099999,-0.402,-3.87
31735099999,0.165,2.28
31801099999,0.239,3.07
31825099999,0.245,3.56
31832099999,0.602,8.72
31845099999,-0.247,-3.44
31866099999,0.309,3.6
31873099999,0.558,8.46
31878099999,0.477,5.1
31909099999,0.791,5.31
31915099999,0.15,1.21
31921099999,0.216,3.01
31959099999,0.395,3.21
31960099999,0.54,4.26
31969099999,0.335,2.1
31981099999,0.446,6.25
31987099999,0.352,3.82
31989099999,0.397,4.14
32027099999,-0.292,-5.53
32053099999,0.015,0.22
32061099999,0.035,0.62
32069099999,0.009,0.15
32076099999,0.169,2.2
33008099999,0.041,0.71
33019099999,-0.168,-3.09
33027099999,-0.116,-2.01
33036099999,-0.136,-2.38
33041099999,-0.021,-0.35
33088099999,-0.021,-0.35
33135099999,-0.048,-0.8
33177099999,-0.067,-1.1
33261099999,0.063,1.03
33275099999,-0.025,-0.42
33301099999,-0.048,-0.82
33317099999,-0.086,-1.35
33325099999,-0.015,-0.24
33345099999,-0.036,-0.55
33377099999,0.022,0.34
33393099999,-0.002,-0.03
33415099999,-0.044,-0.74
33429099999,-0.114,-1.86
33466099999,-0.002,-0.03
33506099999,-0.029,-0.44
33562099999,-0.035,-0.54
33587099999,0.011,0.17
33614099999,-0.053,-0.79
33631099999,-0.004,-0.05
33658099999,-0.011,-0.17
33663099999,-0.046,-0.69
33711099999,-0.161,-2.43
33761099999,-0.045,-0.64
33791099999,0.074,1.18
33815099999,0.092,1.24
33837099999,-0.057,-0.77
33902099999,-0.153,-2.23
33924099999,0.166,2.25
33946099999,0.074,1.09
33983099999,-0.014,-0.21
34009099999,0.018,0.29
34247099999,0.5,10.46
34300099999,0.011,0.19
34336099999,0.461,8.37
34398099999,2.517,37.78
34415099999,-0.07,-1.15
34504099999,0.064,0.95
34601099999,0.054,0.83
34691099999,-0.689,-11.38
34712099999,0.036,0.52
34798099999,2.55,35.93
34858099999,0.106,1.41
34861099999,0.11,2.39
35026099999,0.285,5.71
35037099999,-0.02,-0.42
35121099999,0.042,1.02
35217099999,-0.447,-9.45
35302099999,-0.252,-10.47
35358099999,0.558,5.86
35406099999,-0.066,-1.84
35416099999,-0.036,-1.18
35426099999,-1.519,-31.22
35497099999,-0.203,-3.5
35532099999,-0.185,-4.96
35576099999,-0.078,-1.29
35699099999,0.212,4.4
35700099999,-0.3,-7.73
35746099999,-0.41,-8.82
35849099999,-0.34,-4.71
35925099999,-0.023,-0.28
35953099999,-0.026,-0.79
35969099999,-0.239,-8.26
36020099999,-0.021,-0.4
36021099999,-0.093,-2.06
36022099999,0.014,0.3
36034099999,0.027,0.55
36038099999,0.093,1.41
36058099999,0.055,0.86
36061099999,0.014,0.23
36064099999,-0.068,-0.93
36096099999,0.114,2.16
36152099999,-0.119,-3.84
36259099999,0.096,1.95
36397099999,-0.712,-12.19
36428099999,1.702,26.84
36535099999,1.574,26.65
36639099999,0.003,0.06
36859099999,0.062,1.48
36911099999,-0.188,-3.14
36974099999,1.938,17.31
36982099999,4.207,42.18
37472099999,-0.085,-1.17
37549099999,-0.003,-0.03
37575099999,4.263,24.11
37735099999,6.286,30.49
37985099999,2.292,13.48
38001099999,-0.997,-17.47
38062099999,1.108,20.83
38149099999,-0.425,-5.1
38178099999,-0.263,-4.43
38198099999,-0.194,-4.8
38222099999,-0.215,-3.21
38232099999,-1.291,-19.61
38262099999,0.492,3.04
38264099999,0.159,3.82
38345099999,1.122,21.04
38353099999,3.676,27.88
38388099999,0.013,0.27
38392099999,-0.091,-1.54
38396099999,0.015,0.24
38403099999,0.297,7.46
38413099999,-0.257,-3.42
38439099999,-0.19,-3.88
38457099999,0.055,0.8
38462099999,0.475,4.66
38507099999,-0.015,-0.24
38545099999,0.243,3.25
38565099999,0.012,0.15
38579099999,0.042,0.54
38583099999,-0.017,-0.22
38599099999,0.259,4.55
38611099999,-0.236,-3.17
38613099999,0.301,4.31
38618099999,-1.298,-8.35
38647099999,0.168,2.37
38656099999,0.018,0.26
38683099999,-0.325,-7.89
38687099999,0.354,5.64
38696099999,0.057,0.77
38750099999,-0.19,-2.72
38763099999,0.162,2.21
38774099999,0.033,0.54
38799099999,0.115,1.51
38806099999,0.327,4.9
38812099999,0.009,0.11
38836099999,0.195,2.05
38880099999,0.118,1.6
38886099999,0.11,1.37
38895099999,0.065,0.99
38911099999,0.095,1.51
38915099999,0.096,1.47
38927099999,-0.211,-3.17
38933099999,0.756,13.55
38944099999,-0.536,-7.16
38954099999,0.902,15.36
38974099999,0.114,1.74
38987099999,0.059,0.8
40001099999,0.097,1.49
40022099999,0.347,3.42
40025099999,0.183,1.55
40030099999,-0.112,-1.98
40080099999,0.029,0.49
40100099999,-1.148,-10.54
40101099999,0.102,0.99
40103099999,0.094,0.69
40180099999,-0.053,-0.5
40199099999,0.233,4.95
40250099999,0.032,0.52
40255099999,0.144,1.5
40260099999,-0.275,-4.41
40265099999,-0.276,-4.35
40270099999,-0.357,-3.98
40272099999,0.046,0.75
40310099999,-0.68,-11.54
40340099999,0.003,0.03
40356099999,-0.677,-5.16
40357099999,-1.18,-14.14
40360099999,-0.183,-2.15
40361099999,0.381,5.07
40362099999,0.239,2.52
40373099999,-1.081,-5.48
40375099999,-0.369,-2.34
40377099999,0.038,0.4
40394099999,-0.262,-3.46
40400099999,-2.44,-38.7
40405099999,-0.202,-0.97
40416099999,-0.935,-3.33
40420099999,-0.247,-6.43
40430099999,-0.228,-1.49
40437099999,-0.593,-2.94
40439099999,-1.572,-6.18
40582099999,-5.294,-26.72
40701099999,0.009,0.18
40703099999,0.006,0.12
40704099999,-0.015,-0.3
40706099999,-0.132,-1.91
40710099999,0.003,0.07
40712099999,0.038,0.55
40713099999,-0.041,-0.72
40718099999,0.1,0.63
40719099999,0.135,1.1
40729099999,-0.277,-4.7
40731099999,-0.082,-1.23
40732099999,0.22,1.63
40736099999,-0.039,-0.31
40738099999,0.172,2.2
40739099999,0.044,0.76
40740099999,0.069,1.12
40743099999,0.143,2.31
40745099999,-0.042,-0.67
40747099999,-0.02,-0.26
40754099999,-0.057,-0.75
40757099999,0.088,1.46
40762099999,0.12,1.71
40766099999,0.058,0.7
40769099999,-0.369,-4.34
40785099999,-0.043,-0.64
40798099999,-0.123,-1.43
40800099999,-0.341,-4.65
40809099999,0.155,2.49
40811099999,-0.272,-2.72
40818099999,0.043,0.63
40821099999,-0.395,-6.67
40831099999,-0.385,-3.6
40841099999,-0.037,-0.6
40848099999,-0.663,-6.29
40851099999,-0.13,-1.97
40853099999,-0.063,-0.77
40854099999,-1.19,-16.8
40856099999,-0.584,-8.07
40859099999,-0.085,-0.79
40875099999,-0.306,-1.96
40878099999,-0.724,-8.4
40879099999,-0.983,-11.53
41024099999,-0.641,-7.97
41030099999,-2.413,-32.2
41036099999,-0.522,-4.46
41055099999,-0.426,-2.81
41061099999,0.218,2.82
41084099999,-0.785,-3.32
41112099999,0.319,1.3
41114099999,0.044,0.55
41128099999,-0.497,-5.22
41136099999,-0.177,-2.09
41140099999,0.293,1.24
41150099999,-0.045,-0.21
41170099999,4.548,15.19
41184099999,-0.28,-2.01
41194099999,-0.264,-3.59
41196099999,-0.342,-1.52
41198099999,-0.983,-5.89
41216099999,0.35,3.5
41217099999,-0.622,-5.32
41218099999,-0.646,-4.9
41240099999,-0.216,-1.49
41244099999,0.19,2.29
41246099999,-0.015,-0.14
41254099999,-0.357,-3.28
41256099999,-0.762,-4.97
41268099999,-0.255,-2.16
41288099999,1.477,12.84
41312099999,1.052,15.6
41314099999,-0.6,-3.57
41316099999,0.106,1.68
41530099999,-0.087,-0.46
41571099999,3.683,15.12
41598099999,0.822,5.41
41620099999,3.658,19.67
41624099999,2.848,13.74
41640099999,0.67,3.68
41641099999,5.669,57.31
41660099999,0.286,1.64
41675099999,0.349,2.11
41685099999,0.339,2.99
41712099999,0.163,1.51
41715099999,1.381,6.5
41744099999,0.272,2.8
41749099999,3.17,12.86
41756099999,6.825,22.51
41764099999,0.429,2.17
41768099999,5.004,17.03
41780099999,0.024,0.14
41978099999,-1.112,-3.53
42027099999,0.074,0.88
42071099999,-0.239,-1.7
42101099999,-0.067,-0.44
42111099999,-0.291,-1.44
42131099999,-0.163,-1.47
42181099999,1.384,43.09
42182099999,0.107,0.74
42189099999,-0.162,-0.8
42309099999,0.171,0.83
42314099999,-0.138,-0.79
42328099999,0.404,3.11
42339099999,-0.132,-0.9
42348099999,0.068,0.48
42361099999,-0.064,-0.43
42369099999,0.045,0.28
42379099999,-0.042,-0.22
42410099999,-0.141,-0.93
42415099999,-0.005,-0.03
42452099999,0.091,0.62
42479099999,-0.108,-1.29
42492099999,-0.119,-0.72
42559099999,0.165,1.03
42571099999,0.329,2.19
42591099999,0.012,0.08
42634099999,-0.502,-3.01
42647099999,-0.275,-1.47
42667099999,0.197,1.16
42675099999,-0.68,-3.8
42701099999,-0.076,-0.5
42724099999,-0.108,-0.63
42737099999,0.023,0.13
42754099999,0.01,0.06
42779099999,-0.171,-1.21
42798099999,0.392,2.35
42809099999,-0.271,-1.66
42840099999,-0.043,-0.17
42867099999,2.311,12.66
42874099999,-0.064,-0.39
42886099999,-0.196,-1.22
42895099999,-0.135,-0.78
42909099999,-0.683,-3.93
42971099999,-0.106,-0.58
43003099999,0.207,0.78
43014099999,-0.386,-3.18
43041099999,0.001,0.01
43063099999,-0.185,-1.58
43086099999,0.267,2.02
43110099999,0.234,0.8
43117099999,-0.018,-0.16
43128099999,0.123,0.92
43150099999,0.216,1.29
43185099999,-0.159,-0.99
43189099999,0.11,0.82
43192099999,-0.089,-0.36
43198099999,-0.015,-0.14
43201099999,-0.101,-1.02
43213099999,-0.43,-2.58
43233099999,0.064,0.62
43237099999,-0.234,-1.88
43245099999,-0.182,-1.24
43279099999,0.199,1.04
43284099999,0.038,0.13
43295099999,-0.109,-0.82
43314099999,-0.247,-1.18
43321099999,-0.059,-0.5
43329099999,-0.042,-0.22
43333099999,-0.039,-0.21
43344099999,-0.095,-0.68
43353099999,-0.126,-0.61
43371099999,0.134,0.91
43497099999,0.203,1.76
43555099999,-0.268,-3.0
44203099999,0.045,0.75
44207099999,0.094,1.1
44212099999,0.122,1.96
44213099999,0.102,2.32
44214099999,0.05,0.4
44215099999,0.05,0.87
44218099999,0.039,0.52
44225099999,-0.048,-0.69
44230099999,-0.055,-0.59
44231099999,0.005,0.07
44232099999,0.079,0.59
44237099999,0.038,0.75
44239099999,0.097,0.99
44241099999,-0.082,-0.46
44256099999,0.156,1.84
44259099999,0.109,1.36
44265099999,-0.11,-3.2
44272099999,-0.011,-0.16
44275099999,-0.096,-2.05
44277099999,0.074,0.77
44282099999,-0.038,-0.26
44284099999,-0.049,-0.99
44285099999,0.035,0.5
44287099999,0.055,0.88
44288099999,0.063,0.79
44292099999,0.036,0.53
44294099999,0.049,0.57
44298099999,-0.085,-1.11
44302099999,0.082,1.05
44304099999,0.075,0.71
44305099999,0.07,1.13
44313099999,0.025,0.42
44314099999,-0.317,-4.66
44336099999,-0.096,-1.8
44341099999,0.017,0.18
44347099999,0.094,1.23
44352099999,-0.049,-0.5
44354099999,-0.198,-2.08
44358099999,0.073,0.74
44373099999,0.068,0.63
45007099999,-0.052,-0.28
45011099999,-0.062,-0.49
47003099999,-0.29,-2.67
47005099999,-0.012,-0.14
47008099999,-0.018,-0.18
47014099999,-0.128,-1.47
47016099999,-0.105,-1.35
47020099999,0.16,1.69
47022099999,-0.09,-1.07
47025099999,0.219,1.99
47028099999,0.121,0.91
47031099999,-0.014,-0.15
47035099999,-0.016,-0.11
47037099999,0.113,0.69
47039099999,0.068,0.53
47041099999,0.039,0.3
47046099999,0.309,2.87
47050099999,0.615,4.1
47052099999,0.015,0.12
47055099999,0.407,2.36
47058099999,-0.268,-2.01
47060099999,-0.177,-1.42
47061099999,0.706,3.75
47065099999,-0.263,-2.05
47067099999,-0.293,-1.9
47068099999,-0.32,-2.51
47069099999,-0.212,-1.39
47070099999,-0.169,-1.09
47075099999,0.108,0.66
47090099999,0.282,1.73
47095099999,-0.137,-0.82
47100099999,0.223,1.49
47101099999,-0.152,-0.94
47105099999,0.191,1.16
47106099999,0.142,0.9
47108099999,-0.238,-1.43
47112099999,-0.173,-1.08
47114099999,-0.263,-1.69
47115099999,0.042,0.32
47119099999,-0.378,-2.37
47121099999,-0.151,-1.05
47122099999,0.006,0.04
47127043216,0.197,1.33
47129099999,-0.14,-0.9
47130099999,0.058,0.39
47131099999,-0.062,-0.42
47133099999,-0.118,-0.75
47135099999,0.013,0.09
47136099999,0.101,0.68
47138099999,0.422,2.8
47140099999,-0.096,-0.67
47141043219,-0.061,-0.4
47143099999,0.095,0.64
47146099999,-0.058,-0.42
47152099999,0.034,0.21
47155099999,0.043,0.21
47156099999,-0.041,-0.28
47159099999,0.063,0.33
47162099999,0.615,3.19
47165099999,-0.005,-0.03
47168099999,0.176,0.94
47170099999,0.117,0.62
47184099999,0.224,1.44
47185043263,0.348,2.34
47189099999,0.148,0.74
47192099999,-0.03,-0.16
47401099999,0.053,0.73
47402099999,0.107,1.38
47404099999,0.041,0.51
47405099999,0.029,0.38
47406099999,0.065,0.9
47407099999,0.05,0.71
47409099999,0.096,1.32
47411099999,0.005,0.06
47412099999,-0.034,-0.42
47413099999,0.102,1.25
47417099999,0.017,0.16
47418099999,-0.108,-0.9
47420099999,0.017,0.16
47421099999,-0.013,-0.17
47423099999,0.0,0.0
47424099999,0.034,0.31
47426099999,0.052,0.52
47428099999,-0.038,-0.46
47430099999,0.059,0.66
47433099999,0.036,0.42
47435099999,0.09,1.25
47440099999,-0.082,-0.56
47512099999,0.047,0.33
47520099999,0.007,0.07
47570099999,0.007,0.08
47574099999,-0.017,-0.18
47575099999,0.041,0.48
47576099999,0.035,0.37
47581099999,0.065,0.63
47582099999,0.137,1.31
47584099999,0.02,0.19
47585099999,0.081,0.58
47587099999,0.101,0.95
47588099999,0.009,0.11
47590099999,-0.156,-1.27
47592099999,0.022,0.19
47595099999,-0.016,-0.14
47597099999,0.062,0.5
47598099999,0.027,0.19
47600099999,0.12,0.92
47602099999,0.059,0.58
47604099999,-0.025,-0.24
47605099999,0.159,1.13
47606099999,0.001,0.01
47607099999,0.092,0.69
47610099999,0.158,1.77
47612099999,0.165,1.11
47615099999,0.083,0.6
47616099999,0.115,0.85
47617099999,0.259,2.07
47618099999,0.064,0.53
47620099999,0.096,0.76
47622099999,0.173,1.48
47624099999,0.112,0.88
47626099999,0.132,1.0
47629099999,0.017,0.13
47631099999,0.132,1.0
47632099999,0.177,1.07
47636099999,-0.005,-0.03
47637099999,0.115,0.79
47638099999,0.17,1.37
47640099999,0.123,0.81
47641099999,0.186,1.37
47648099999,0.072,0.48
47649099999,0.131,0.99
47651099999,0.052,0.34
47653099999,0.167,1.01
47654099999,0.191,1.07
47655099999,0.057,0.29
47656099999,0.103,0.49
47657099999,0.01,0.06
47662099999,0.021,0.14
47663099999,0.49,1.65
47666099999,0.082,0.48
47668099999,-0.154,-0.85
47670099999,0.079,0.49
47672099999,0.196,1.15
47674099999,0.117,0.66
47675099999,0.308,1.34
47677099999,0.144,0.68
47678099999,0.032,0.17
47682099999,0.182,1.3
47684099999,0.025,0.15
47690099999,0.046,0.29
47740099999,0.11,0.85
47741099999,0.228,1.87
47742099999,0.111,0.85
47744099999,0.145,1.17
47746099999,0.115,0.93
47747099999,0.098,0.76
47750099999,0.168,1.34
47754099999,0.222,1.52
47755099999,0.258,1.97
47756099999,0.217,1.6
47759099999,0.236,1.59
47761099999,0.173,1.41
47762099999,0.245,1.58
47765099999,0.61,3.58
47766099999,0.434,2.66
47767099999,0.367,2.68
47768099999,0.242,1.89
47769099999,0.195,1.4
47770099999,0.482,3.51
47772099999,0.315,2.28
47776099999,0.266,1.62
47777099999,0.379,2.61
47778099999,0.055,0.25
47780099999,0.269,2.08
47784099999,0.428,2.52
47800099999,0.703,3.14
47805099999,0.38,1.9
47807099999,0.211,1.35
47809099999,0.205,1.29
47812099999,0.242,1.31
47813099999,0.325,1.79
47814099999,0.251,1.53
47815099999,0.082,0.49
47817099999,0.15,0.87
47818099999,0.242,1.05
47819099999,0.134,0.74
47821099999,0.072,0.32
47822099999,0.197,0.9
47823099999,0.671,3.43
47824099999,0.255,1.24
47827099999,0.166,0.86
47829099999,0.284,1.32
47830099999,0.088,0.41
47831099999,0.292,1.51
47835099999,0.214,0.94
47836099999,0.015,0.06
47837099999,0.055,0.3
47838099999,0.349,1.94
47843099999,0.423,2.14
47887099999,0.206,1.5
47890099999,0.253,2.03
47891099999,0.123,1.04
47892099999,0.181,1.17
47893099999,0.631,2.76
47895099999,0.148,0.96
47897099999,0.27,1.44
47898099999,0.08,0.37
47899099999,0.26,1.25
47909099999,0.071,0.4
47912099999,-0.017,-0.11
47918099999,0.015,0.09
47927099999,0.135,0.87
47929099999,0.376,2.21
47933042215,0.213,1.18
47936099999,0.102,0.62
47942099999,0.11,0.75
47945099999,0.093,0.64
47971042402,0.162,1.3
47991099999,-0.02,-0.19
48300099999,0.0,0.0
48303099999,-0.159,-1.09
48310099999,0.018,0.15
48315099999,0.022,0.16
48325099999,-0.107,-1.12
48327099999,0.072,0.59
48328099999,0.058,0.49
48329099999,0.131,1.1
48330099999,0.1,0.83
48331099999,-0.018,-0.14
48351099999,-0.042,-0.3
48352099999,0.169,1.13
48353099999,-0.085,-0.68
48354099999,-0.06,-0.44
48356099999,-0.156,-1.07
48357099999,-0.08,-0.43
48375099999,-0.014,-0.11
48376099999,0.106,0.85
48377099999,0.0,0.0
48378099999,-0.108,-0.76
48379099999,-0.102,-0.88
48380099999,-0.161,-1.22
48381099999,-0.166,-1.21
48383099999,0.132,0.89
48400099999,-0.121,-0.91
48403099999,-0.234,-1.73
48405099999,0.102,0.71
48407099999,0.028,0.18
48413099999,-0.009,-0.07
48416099999,-0.076,-0.53
48418099999,-0.001,-0.01
48421099999,0.024,0.19
48425099999,0.166,1.33
48426099999,-0.032,-0.24
48430099999,-0.145,-0.93
48431099999,0.043,0.32
48432099999,0.061,0.42
48450099999,-0.085,-0.7
48455099999,-0.002,-0.01
48456099999,-0.248,-1.62
48459099999,-0.034,-0.25
48460099999,0.13,0.93
48461099999,0.193,1.5
48462099999,0.166,1.29
48465099999,0.012,0.1
48475099999,0.103,0.86
48477099999,0.434,3.06
48478099999,0.048,0.36
48480099999,-0.088,-0.44
48500099999,0.068,0.54
48501099999,-0.069,-0.26
48517099999,0.024,0.17
48532099999,0.187,0.79
48550099999,-0.071,-0.49
48551099999,-0.041,-0.32
48552099999,-0.031,-0.18
48561099999,0.089,0.43
48564099999,-0.064,-0.43
48565099999,-0.012,-0.07
48566099999,0.108,0.69
48567099999,-0.083,-0.58
48568099999,0.04,0.25
48569099999,-0.319,-2.4
48570099999,0.059,0.4
48580099999,-0.141,-0.98
48583099999,0.063,0.36
48601099999,-0.086,-0.54
48615099999,-0.065,-0.34
48620099999,0.125,0.88
48647099999,0.122,0.73
48657099999,-0.19,-0.96
48665099999,0.143,0.96
48698099999,0.005,0.03
48803099999,-0.048,-0.31
48806099999,-0.054,-0.42
48808099999,-0.114,-0.78
48823099999,0.344,2.17
48826099999,0.23,1.47
48830099999,-0.094,-0.71
48839099999,0.029,0.13
48840099999,-0.046,-0.25
48845099999,0.467,2.82
48848099999,0.208,0.96
48852099999,-0.084,-0.35
48855099999,0.067,0.34
48870099999,-0.098,-0.5
48877099999,-0.111,-0.67
48887099999,-0.08,-0.61
48914099999,-0.23,-1.52
48917099999,0.369,2.1
48918099999,0.066,0.44
48920099999,-0.266,-1.59
48940099999,0.041,0.36
50136099999,0.181,2.64
50353099999,0.163,2.32
50434099999,0.638,8.79
50468099999,0.707,7.62
50527099999,0.272,4.08
50548099999,0.878,9.24
50557099999,0.483,5.47
50564099999,0.207,2.6
50603099999,0.168,2.53
50632099999,0.898,9.58
50658099999,0.193,2.25
50727099999,0.586,8.07
50745099999,0.109,1.29
50756099999,0.093,1.12
50774099999,0.217,2.77
50788099999,0.62,7.7
50844099999,0.136,1.68
