stationid,absolute_increase_per_year, relative_increase_per_year_in_% (absolute_increase / middle_value)
16726399999,0.304,15.52
16732099999,0.196,1.91
16734099999,-0.022,-0.24
16738099999,-0.135,-1.52
16742099999,-0.394,-5.84
16743099999,-0.139,-1.76
16746099999,0.06,0.57
16749099999,-0.084,-0.63
16754099999,-0.024,-0.27
17022099999,0.004,0.04
17024099999,-0.017,-0.18
17026099999,0.018,0.24
17030099999,-0.065,-0.94
17038099999,-0.041,-0.51
17050099999,-0.026,-0.29
17056099999,-0.03,-0.34
17060099999,-0.102,-1.29
17067099999,-0.054,-0.66
17070099999,0.007,0.12
17082099999,-0.01,-0.19
17084099999,-0.031,-0.49
17090099999,-0.025,-0.43
17092099999,-0.047,-0.8
17096099999,0.011,0.2
17112099999,-0.048,-0.48
17115099999,-0.008,-0.1
17116099999,-0.034,-0.39
17124099999,-0.012,-0.21
17128099999,-0.016,-0.28
17129099999,-0.043,-0.94
17150099999,0.013,0.16
17170099999,-0.037,-0.62
17180099999,0.021,0.2
17184099999,-0.073,-0.76
17188099999,0.001,0.01
17190099999,0.008,0.13
17195099999,-0.023,-0.38
17200099999,-0.093,-1.98
17202099999,-0.044,-0.72
17218099999,0.025,0.6
17219099999,-0.041,-0.34
17234099999,-0.017,-0.16
17240099999,0.018,0.24
17244099999,0.029,0.44
17260099999,-0.002,-0.02
17280099999,-0.02,-0.25
17290099999,0.02,0.16
17292099999,0.016,0.1
17295099999,-1.401,-5.84
17300099999,-0.112,-0.61
17330099999,-0.049,-0.4
17350033308,-0.022,-0.19
17352099999,0.413,13.07
17370099999,-0.034,-0.31
17600099999,-0.003,-0.03
17601099999,0.038,0.43
17609099999,-0.009,-0.1
20069099999,-0.023,-0.61
20087099999,0.018,0.49
20107099999,-0.019,-0.39
20292099999,-0.022,-0.63
20674099999,-0.01,-0.27
20744099999,-0.025,-0.72
20891099999,-0.028,-0.67
21432099999,0.017,0.42
21824099999,0.016,0.32
21908099999,0.021,0.51
21921099999,-0.006,-0.15
21931099999,-0.025,-0.75
21946099999,-0.006,-0.16
21982099999,0.001,0.03
22028099999,-0.034,-0.82
22106099999,-0.039,-0.82
22113099999,0.006,0.13
22127099999,-0.005,-0.11
22165099999,-0.012,-0.32
22217099999,-0.003,-0.07
22235099999,-0.004,-0.09
22271099999,-0.011,-0.26
22324099999,0.001,0.02
22349099999,0.005,0.11
22408099999,-0.0,-0.0
22438099999,-0.026,-0.57
22471099999,-0.009,-0.19
22550099999,-0.02,-0.44
22583099999,-0.013,-0.27
22602099999,-0.01,-0.21
22621099999,0.004,0.09
22641099999,0.002,0.03
22676099999,-0.013,-0.28
22721099999,0.016,0.3
22768099999,-0.015,-0.32
22778099999,-0.003,-0.07
22802099999,0.006,0.11
22820099999,-0.001,-0.02
22831099999,0.026,0.5
22837099999,0.001,0.02
22845099999,0.006,0.13
22854099999,-0.001,-0.03
22887099999,0.002,0.05
22892099999,0.004,0.07
22954099999,0.001,0.01
23022099999,-0.013,-0.29
23032099999,0.011,0.27
23226099999,-0.007,-0.16
23256099999,0.006,0.13
23274099999,0.022,0.56
23383099999,-0.013,-0.32
23405099999,-0.007,-0.16
23412099999,0.003,0.07
23418099999,0.003,0.06
23426099999,-0.005,-0.09
23472099999,0.013,0.31
23527099999,0.005,0.1
23552099999,-0.014,-0.3
23606099999,-0.006,-0.13
23625099999,-0.004,-0.08
23631099999,0.008,0.17
23678099999,0.02,0.45
23701099999,-0.007,-0.14
23724099999,-0.006,-0.12
23803099999,0.004,0.07
23804099999,-0.026,-0.56
23884099999,0.013,0.3
23891099999,-0.005,-0.12
23909099999,-0.018,-0.38
23914099999,-0.014,-0.27
23921099999,-0.01,-0.19
23929099999,-0.045,-1.06
23933099999,0.007,0.14
23955099999,-0.006,-0.14
23966099999,0.011,0.23
23973099999,0.004,0.09
23975099999,-0.003,-0.07
23987099999,0.002,0.05
24143099999,-0.001,-0.02
24266099999,0.003,0.06
24329099999,0.019,0.43
24343099999,0.01,0.22
24507099999,0.009,0.21
24639099999,-0.001,-0.03
24641099999,-0.002,-0.05
24652099999,0.004,0.1
24656099999,-0.01,-0.19
24671099999,0.047,0.92
24688099999,0.026,0.57
24724099999,0.004,0.09
24738099999,0.023,0.52
24768099999,0.017,0.36
24817099999,-0.011,-0.29
24856099999,0.025,0.48
24908099999,-0.016,-0.39
24923099999,-0.012,-0.29
24944099999,0.018,0.42
24951099999,0.013,0.28
24959099999,-0.006,-0.13
24962099999,0.031,0.58
24966099999,0.003,0.07
24982099999,0.021,0.35
24988099999,0.027,0.44
25123099999,-0.016,-0.5
25248099999,-0.007,-0.19
25378099999,0.033,0.49
25399099999,0.016,0.37
25400099999,0.016,0.43
25551099999,-0.007,-0.14
25563099999,-0.003,-0.06
25703099999,0.008,0.23
25913099999,0.005,0.07
25956099999,-0.006,-0.13
26038099999,-0.001,-0.01
26059099999,-0.008,-0.14
26063099999,0.026,0.44
26094099999,0.007,0.13
26115099999,-0.007,-0.14
26167099999,-0.005,-0.09
26242099999,-0.023,-0.43
26247099999,-0.008,-0.17
26258099999,-0.008,-0.14
26275099999,0.03,0.57
26313099999,-0.029,-0.56
26348099999,-0.162,-4.64
26406099999,0.01,0.18
26477099999,-0.023,-0.39
26509099999,-0.019,-0.31
26518099999,0.009,0.15
26531099999,0.004,0.08
26544099999,-0.08,-1.7
26554099999,-0.022,-0.42
26629099999,0.003,0.05
26633099999,-0.006,-0.12
26645099999,-0.03,-0.55
26666099999,-0.011,-0.18
26702099999,0.007,0.11
26730099999,-0.022,-0.39
26763099999,-0.029,-0.56
26832099999,-0.044,-0.79
26850099999,0.009,0.16
26887099999,-0.045,-0.8
26898099999,0.016,0.28
26941099999,-0.039,-0.7
26951099999,-0.025,-0.48
26961099999,-0.031,-0.58
26997099999,-0.042,-0.69
27037099999,-0.022,-0.4
27051099999,-0.017,-0.35
27066099999,-0.03,-0.55
27083099999,0.008,0.17
27113099999,0.003,0.05
27373099999,-0.014,-0.29
27393099999,0.001,0.03
27479099999,-0.003,-0.05
27595099999,-0.003,-0.07
27665099999,0.008,0.16
27679099999,-0.06,-1.19
27703099999,-0.001,-0.01
27707099999,0.003,0.05
27857099999,0.152,1.52
27906099999,-0.001,-0.02
27928099999,-0.015,-0.27
27947099999,-0.035,-0.66
27962099999,0.001,0.03
28009099999,-0.017,-0.33
28044099999,-0.056,-1.2
28049099999,0.071,0.97
28064099999,0.015,0.32
28076099999,0.015,0.35
28116099999,-0.037,-0.78
28214099999,-0.002,-0.04
28216099999,-0.021,-0.45
28275099999,0.027,0.49
28319099999,-0.042,-0.88
28321099999,-0.025,-0.56
28334099999,0.001,0.01
28367099999,0.512,4.08
28411099999,0.012,0.25
28428099999,-0.083,-1.88
28434099999,-0.008,-0.15
28440099999,-0.025,-0.47
28465099999,-0.05,-1.01
28481099999,-0.036,-0.74
28491099999,-0.059,-1.5
28541099999,-0.035,-0.71
28552099999,-0.09,-1.84
28573099999,-0.003,-0.07
28586099999,0.036,0.57
28593099999,-0.021,-0.49
28621099999,-0.016,-0.33
28655099999,-0.045,-0.8
28661099999,-0.053,-1.15
28698099999,-0.035,-0.67
28722099999,-0.017,-0.32
28748099999,-0.05,-1.22
28766099999,-0.102,-2.75
28786099999,-0.048,-1.27
28791099999,-0.112,-2.48
28799099999,-0.021,-0.44
28825099999,-0.028,-0.52
28838099999,-0.036,-0.78
28867099999,0.556,6.33
28909099999,-0.061,-1.52
28966099999,-0.126,-3.44
29023099999,0.015,0.33
29111099999,-0.031,-0.63
29122099999,0.014,0.3
29209099999,-0.02,-0.4
29231099999,0.011,0.22
29253099999,0.015,0.35
29263099999,0.005,0.11
29274099999,-0.002,-0.06
29282099999,-0.015,-0.38
29313099999,-0.021,-0.43
29328099999,0.0,0.0
29348099999,-0.013,-0.28
29363099999,-0.03,-0.8
29367099999,-0.046,-1.13
29405099999,-0.025,-0.53
29418099999,-0.017,-0.35
29430099999,0.016,0.34
29456099999,-0.023,-0.46
29467099999,-0.039,-0.81
29471099999,-0.013,-0.3
29477099999,-0.037,-0.68
29481099999,0.023,0.53
29524099999,0.006,0.13
29551099999,-0.008,-0.19
29553099999,-0.004,-0.08
29557099999,-0.031,-0.61
29562099999,-0.004,-0.09
29576099999,-0.012,-0.25
29581099999,-0.021,-0.43
29587099999,-0.078,-1.32
29594099999,-0.01,-0.21
29602099999,-0.015,-0.32
29605099999,-0.017,-0.35
29612099999,-0.014,-0.3
29625099999,-0.017,-0.37
29631099999,-0.013,-0.27
29636099999,-0.032,-0.71
29653099999,-0.006,-0.11
29654099999,0.015,0.25
29676099999,-0.022,-0.38
29698099999,-0.007,-0.13
29706099999,-0.046,-0.9
29712099999,-0.109,-1.99
29724099999,-0.007,-0.15
29726099999,-0.036,-0.74
29736099999,-0.004,-0.09
29759099999,0.021,0.36
29766099999,0.011,0.23
29789099999,0.009,0.15
29807099999,-0.18,-6.53
29813099999,-0.065,-1.33
29814099999,-0.066,-1.28
29822099999,-0.035,-0.76
29827099999,-0.07,-1.37
29838099999,-0.055,-1.11
29846099999,-0.054,-1.09
29864099999,-0.029,-0.53
29869099999,0.002,0.03
29915099999,-0.078,-1.6
29923099999,-0.029,-0.58
29937099999,-0.015,-0.29
29939099999,-0.046,-0.82
29956099999,0.009,0.15
30054099999,0.02,0.49
30157099999,-0.016,-0.37
30230099999,0.008,0.18
30328099999,0.002,0.04
30337099999,-0.001,-0.02
30372099999,0.014,0.21
30385099999,0.037,0.55
30393099999,0.013,0.24
30405099999,-0.008,-0.15
30433099999,-0.033,-0.62
30455099999,-0.013,-0.18
30493099999,-0.03,-0.4
30499099999,-0.009,-0.12
30504099999,-0.019,-0.33
30521099999,-0.077,-1.42
30526099999,0.01,0.2
30554099999,-0.091,-1.23
30603099999,0.012,0.24
30612099999,0.021,0.36
30622099999,-0.044,-0.78
30627099999,0.006,0.11
30635099999,-0.055,-0.96
30650099999,-0.038,-0.57
30664099999,0.022,0.32
30673099999,-0.007,-0.1
30683099999,0.018,0.25
30686099999,-0.017,-0.25
30695099999,-0.006,-0.08
30703099999,0.027,0.57
30731099999,-0.023,-0.39
30739099999,-0.074,-1.14
30741099999,-0.05,-0.81
30745099999,-0.043,-0.65
30758099999,-0.028,-0.36
30764099999,-0.035,-0.47
30777099999,0.008,0.12
30781099999,-0.01,-0.14
30802099999,-0.026,-0.42
30822099999,-0.05,-0.79
30823099999,-0.031,-0.52
30829099999,-0.042,-0.75
30838099999,-0.056,-0.84
30844099999,0.001,0.02
30846099999,0.037,0.54
30859099999,-0.021,-0.29
30862099999,-0.022,-0.31
30879099999,0.011,0.14
30925099999,-0.005,-0.08
30935099999,-0.015,-0.23
30949099999,-0.054,-0.68
30957099999,-0.013,-0.17
30961099999,-0.042,-0.54
30965099999,-0.001,-0.01
30971099999,-0.004,-0.06
30975099999,-0.041,-0.52
30978099999,-0.051,-0.66
31004099999,0.022,0.42
31054099999,-0.014,-0.3
31088099999,0.07,0.93
31123099999,0.007,0.15
31137099999,-0.025,-0.47
31152099999,-0.028,-0.51
31168099999,-0.084,-0.85
31174099999,0.01,0.13
31253099999,0.002,0.02
31295099999,-0.001,-0.02
31300099999,0.021,0.25
31329099999,0.017,0.24
31348099999,0.028,0.36
31369099999,0.003,0.04
31371099999,-0.032,-0.43
31388099999,0.046,0.6
31416099999,-0.02,-0.26
31418099999,0.004,0.05
31439099999,0.019,0.34
31442099999,0.034,0.42
31445099999,-0.015,-0.17
31474099999,0.037,0.46
31478099999,-0.001,-0.01
31484099999,0.159,1.64
31489099999,0.034,0.47
31510099999,-0.01,-0.12
31521099999,0.009,0.11
31527099999,0.024,0.3
31532099999,0.041,0.55
31534099999,0.072,0.81
31538099999,-0.028,-0.38
31587099999,0.014,0.18
31594099999,0.011,0.14
31624099999,0.04,0.42
31632099999,0.132,1.34
31655099999,0.068,0.81
31702099999,-0.004,-0.05
31707099999,0.219,1.71
31713099999,-0.062,-0.74
31725099999,0.047,0.46
31735099999,-0.026,-0.36
31754099999,-0.071,-1.12
31801099999,-0.024,-0.3
31825099999,-0.023,-0.33
31832099999,-0.037,-0.54
31845099999,0.017,0.23
31866099999,0.041,0.48
31873099999,-0.023,-0.34
31878099999,0.051,0.55
31909099999,0.057,0.38
31915099999,0.21,1.7
31921099999,-0.033,-0.46
31939099999,0.023,0.33
31959099999,-0.069,-0.56
31960099999,0.053,0.42
31969099999,0.025,0.16
31981099999,-0.053,-0.74
31987099999,0.02,0.22
31989099999,0.033,0.35
32027099999,-0.041,-0.78
32053099999,-0.005,-0.08
32061099999,-0.004,-0.08
32069099999,0.008,0.13
32076099999,0.015,0.2
32098099999,-0.029,-0.36
32121099999,0.01,0.11
32128099999,-0.021,-0.36
32150099999,-0.014,-0.19
32165099999,0.014,0.15
32215099999,0.025,0.24
32408099999,0.04,0.73
32411099999,0.011,0.19
32509099999,0.057,0.5
32594099999,0.018,0.37
33008099999,0.015,0.26
33019099999,-0.021,-0.39
33027099999,-0.026,-0.45
33036099999,-0.03,-0.52
33041099999,-0.002,-0.04
33088099999,-0.022,-0.36
33135099999,-0.013,-0.22
33177099999,-0.022,-0.37
33261099999,-0.034,-0.56
33275099999,-0.024,-0.4
33301099999,-0.005,-0.08
33317099999,-0.052,-0.81
33325099999,-0.028,-0.44
33345099999,-0.032,-0.49
33377099999,-0.027,-0.41
33393099999,-0.026,-0.41
33415099999,-0.017,-0.29
33429099999,-0.011,-0.17
33466099999,-0.041,-0.61
33506099999,0.001,0.01
33562099999,-0.059,-0.91
33587099999,-0.011,-0.16
33614099999,-0.013,-0.19
33631099999,-0.024,-0.33
33658099999,0.01,0.15
33663099999,-0.005,-0.08
33711099999,-0.011,-0.17
33761099999,-0.02,-0.28
33791099999,-0.014,-0.23
33815099999,0.01,0.13
33837099999,0.015,0.21
33902099999,-0.011,-0.16
33924099999,0.002,0.02
33946099999,-0.033,-0.49
33983099999,-0.039,-0.59
34009099999,0.005,0.08
34152099999,-0.023,-0.45
34186099999,-0.085,-1.92
34247099999,-0.022,-0.47
34300099999,-0.012,-0.19
34336099999,-0.003,-0.05
34391099999,-0.189,-5.41
34398099999,0.199,2.99
34415099999,-0.009,-0.15
34504099999,-0.004,-0.06
34601099999,-0.0,-0.0
34691099999,-0.091,-1.51
34712099999,0.002,0.02
34798099999,0.168,2.37
34838099999,-0.063,-1.03
34858099999,-0.025,-0.33
34861099999,0.037,0.8
35026099999,-0.036,-0.72
35037099999,-0.036,-0.75
35067099999,-0.219,-7.35
35078099999,-0.139,-3.75
35085099999,-0.168,-5.36
35121099999,-0.009,-0.23
35173099999,-0.198,-7.15
35217099999,-0.086,-1.82
35302099999,-0.181,-7.52
35358099999,-0.053,-0.56
35406099999,-0.217,-6.01
35416099999,-0.165,-5.44
35426099999,-0.179,-3.68
35497099999,-0.11,-1.9
35532099999,-0.206,-5.52
35576099999,0.033,0.54
35671099999,-0.208,-7.0
35699099999,0.009,0.19
35700099999,-0.136,-3.52
35746099999,-0.134,-2.88
35796099999,-0.18,-7.05
35849099999,-0.06,-0.83
35925099999,0.021,0.25
35953099999,-0.236,-7.09
35969099999,-0.138,-4.75
36020099999,-0.081,-1.53
36021099999,-0.038,-0.85
36022099999,-0.017,-0.37
36034099999,0.002,0.04
36038099999,0.002,0.03
36058099999,-0.049,-0.77
36061099999,-0.005,-0.09
36064099999,-0.011,-0.15
36096099999,-0.024,-0.46
36152099999,-0.17,-5.5
36177099999,-0.133,-3.57
36208099999,0.255,3.24
36259099999,-0.058,-1.17
36397099999,0.018,0.31
36428099999,0.141,2.23
36535099999,0.147,2.48
36639099999,-0.172,-4.07
36859099999,-0.164,-3.95
36870099999,-0.269,-4.63
36911099999,-0.032,-0.53
36974099999,0.733,6.55
36982099999,0.727,7.29
37031099999,-0.098,-1.54
37054099999,-0.145,-2.17
37171099999,-0.041,-0.34
37228099999,-0.083,-1.02
37472099999,-0.083,-1.14
37549099999,-0.051,-0.63
37575099999,0.692,3.91
37735099999,0.949,4.6
37985099999,0.336,1.97
38001099999,-0.122,-2.14
38062099999,0.107,2.01
38149099999,-0.495,-5.93
38178099999,0.056,0.95
38198099999,-0.144,-3.55
38222099999,-0.296,-4.42
38232099999,-0.181,-2.74
38262099999,-0.777,-4.8
38264099999,-0.179,-4.32
38341099999,0.382,4.96
38345099999,0.061,1.15
38353099999,0.646,4.9
38388099999,-0.074,-1.51
38392099999,-0.113,-1.91
38396099999,0.007,0.11
38403099999,-0.038,-0.95
38413099999,-0.118,-1.57
38439099999,-0.176,-3.6
38457099999,0.044,0.64
38462099999,0.221,2.16
38507099999,0.017,0.27
38545099999,-0.137,-1.83
38565099999,-0.219,-2.68
38579099999,-0.015,-0.2
38583099999,-0.064,-0.85
38599099999,0.045,0.78
38611099999,-0.18,-2.42
38613099999,-0.057,-0.81
38618099999,0.171,1.1
38647099999,-0.036,-0.5
38656099999,-0.116,-1.7
38683099999,-0.239,-5.8
38687099999,0.0,0.0
38696099999,-0.018,-0.25
38713099999,0.004,0.06
38750099999,-0.169,-2.42
38763099999,-0.046,-0.64
38774099999,-0.01,-0.16
38799099999,-0.194,-2.55
38806099999,-0.039,-0.58
38812099999,-0.237,-2.78
38836099999,0.007,0.07
38880099999,-0.043,-0.59
38886099999,-0.087,-1.09
38895099999,-0.053,-0.81
38911099999,-0.004,-0.07
38915099999,-0.033,-0.51
38927099999,-0.006,-0.09
38933099999,-0.014,-0.25
38944099999,-0.035,-0.47
38954099999,0.058,0.99
38974099999,-0.014,-0.21
38987099999,0.013,0.18
40001099999,0.014,0.21
40007099999,-0.025,-0.37
40022099999,0.155,1.53
40025099999,0.105,0.89
40030099999,0.004,0.07
40066099999,0.068,0.6
40080099999,-0.137,-2.33
40100099999,-0.189,-1.74
40101099999,0.086,0.83
40103099999,0.187,1.38
40155099999,-0.28,-5.27
40180099999,0.131,1.24
40199099999,0.024,0.52
40250099999,0.049,0.8
40255099999,0.14,1.46
40260099999,0.016,0.26
40265099999,-0.057,-0.89
40270099999,0.123,1.37
40272099999,-0.026,-0.43
40310099999,0.105,1.78
40340099999,-0.04,-0.35
40356099999,-0.644,-4.91
40357099999,-0.071,-0.85
40360099999,-0.216,-2.55
40361099999,0.063,0.84
40362099999,0.035,0.37
40373099999,-0.646,-3.28
40375099999,-0.409,-2.59
40377099999,-0.053,-0.55
40394099999,0.009,0.11
40400099999,0.389,6.17
40405099999,-1.146,-5.49
40416099999,0.177,0.63
40420099999,0.209,5.44
40430099999,-0.24,-1.57
40437099999,-1.632,-8.1
40438099999,0.327,2.46
40439099999,-0.965,-3.79
40582099999,0.34,1.71
40701099999,0.077,1.57
40703099999,-0.014,-0.25
40704099999,0.032,0.66
40706099999,-0.086,-1.25
40710099999,0.005,0.11
40712099999,-0.034,-0.49
40713099999,0.017,0.31
40718099999,0.208,1.31
40719099999,0.152,1.24
40729099999,0.031,0.53
40731099999,-0.009,-0.13
40732099999,0.124,0.92
40736099999,-0.023,-0.19
40738099999,0.01,0.13
40739099999,-0.021,-0.36
40740099999,0.084,1.37
40743099999,0.055,0.89
40745099999,0.047,0.75
40747099999,-0.021,-0.27
40754099999,-0.189,-2.48
40757099999,-0.058,-0.96
40762099999,-0.058,-0.82
40766099999,0.086,1.05
40769099999,-0.019,-0.23
40785099999,-0.177,-2.67
40798099999,0.013,0.15
40800099999,-0.145,-1.98
40809099999,-0.043,-0.69
40811099999,-0.033,-0.33
40818099999,-0.073,-1.07
40821099999,0.01,0.17
40831099999,-0.186,-1.73
40841099999,-0.068,-1.13
40848099999,-0.027,-0.25
40851099999,0.076,1.15
40853099999,0.028,0.34
40854099999,0.016,0.23
40856099999,0.005,0.07
40859099999,0.15,1.39
40875099999,-0.37,-2.37
40878099999,-0.02,-0.23
40879099999,0.111,1.3
41024099999,-0.168,-2.08
41030099999,0.452,6.04
41036099999,-0.514,-4.4
41055099999,-0.968,-6.41
41061099999,-0.27,-3.49
41084099999,-1.901,-8.04
41112099999,-0.908,-3.7
41114099999,-0.007,-0.09
41128099999,-0.325,-3.42
41136099999,0.31,3.67
41140099999,-0.593,-2.5
41150099999,-0.975,-4.46
41170099999,-0.452,-1.51
41184099999,-0.144,-1.04
41194099999,0.116,1.58
41196099999,-0.342,-1.52
41198099999,-0.622,-3.73
41216099999,-0.182,-1.82
41217099999,-0.237,-2.02
41218099999,-1.018,-7.72
41240099999,-0.069,-0.47
41244099999,-0.093,-1.12
41246099999,-0.343,-3.23
41254099999,-0.056,-0.51
41256099999,0.149,0.97
41268099999,-0.328,-2.78
41288099999,0.149,1.3
41312099999,0.281,4.17
41314099999,-0.432,-2.57
41316099999,0.039,0.62
41530099999,-0.267,-1.43
41571099999,0.989,4.06
41598099999,0.265,1.75
41620099999,0.666,3.58
41624099999,1.199,5.78
41640099999,-0.014,-0.08
41641099999,1.596,16.14
41660099999,-0.388,-2.22
41675099999,-0.263,-1.59
41685099999,0.079,0.69
41712099999,-0.07,-0.65
41715099999,0.587,2.76
41744099999,0.022,0.23
41749099999,1.933,7.84
41756099999,0.989,3.26
41764099999,0.529,2.67
41768099999,1.261,4.29
41780099999,0.05,0.3
41978099999,0.055,0.17
42027099999,-0.034,-0.4
42071099999,0.034,0.24
42101099999,-0.028,-0.19
42111099999,-0.006,-0.03
42131099999,0.026,0.23
42181099999,0.607,18.9
42182099999,0.011,0.08
42189099999,-0.127,-0.63
42309099999,0.062,0.3
42314099999,-0.042,-0.24
42328099999,-0.039,-0.3
42339099999,-0.101,-0.68
42348099999,-0.051,-0.36
42361099999,-0.083,-0.56
42369099999,0.032,0.2
42379099999,0.144,0.77
42410099999,-0.073,-0.48
42415099999,-0.001,-0.01
42452099999,0.079,0.54
42479099999,0.742,8.91
42492099999,-0.069,-0.42
42559099999,0.005,0.03
42571099999,-0.033,-0.22
42591099999,0.064,0.43
42634099999,0.036,0.22
42647099999,-0.019,-0.1
42667099999,-0.03,-0.17
42675099999,-0.028,-0.16
42701099999,-0.044,-0.29
42724099999,0.08,0.47
42737099999,0.259,1.47
42754099999,0.009,0.05
42779099999,0.008,0.06
42798099999,0.161,0.96
42809099999,-0.082,-0.5
42840099999,-0.174,-0.68
42867099999,0.406,2.23
42874099999,0.115,0.7
42886099999,0.027,0.17
42895099999,0.072,0.42
42909099999,0.158,0.91
42971099999,-0.002,-0.01
43003099999,0.107,0.4
43014099999,-0.041,-0.34
43041099999,0.036,0.24
43063099999,0.0,0.0
43086099999,0.03,0.23
43110099999,0.096,0.33
43117099999,-0.04,-0.34
43128099999,-0.014,-0.1
43150099999,-0.012,-0.07
43185099999,-0.03,-0.19
43189099999,-0.017,-0.13
43192099999,0.06,0.24
43198099999,0.002,0.02
43201099999,0.002,0.02
43213099999,-0.054,-0.32
43233099999,0.005,0.05
43237099999,-0.003,-0.03
43245099999,-0.017,-0.12
43279099999,0.03,0.15
43284099999,0.008,0.03
43295099999,-0.011,-0.08
43314099999,-0.028,-0.13
43321099999,-0.05,-0.43
43329099999,0.076,0.4
43333099999,0.032,0.17
43344099999,0.005,0.04
43353099999,-0.018,-0.09
43371099999,0.02,0.14
43450099999,0.052,0.32
43497099999,0.034,0.3
43555099999,-0.271,-3.03
44203099999,-0.031,-0.52
44207099999,-0.205,-2.4
44212099999,-0.215,-3.46
44213099999,0.03,0.68
44214099999,-0.634,-5.1
44215099999,-0.068,-1.17
44218099999,-0.252,-3.33
44225099999,-0.192,-2.77
44230099999,-0.186,-2.01
44231099999,-0.159,-2.18
44232099999,-0.452,-3.41
44237099999,0.078,1.56
44239099999,-0.3,-3.08
44241099999,-0.642,-3.62
44256099999,-0.149,-1.75
44259099999,-0.217,-2.72
44265099999,0.054,1.57
44272099999,-0.195,-2.97
44275099999,0.074,1.58
44277099999,-0.346,-3.59
44282099999,-0.56,-3.78
44284099999,0.024,0.5
44285099999,-0.143,-2.06
44287099999,-0.136,-2.15
44288099999,-0.195,-2.44
44292099999,-0.12,-1.76
44294099999,-0.215,-2.51
44298099999,-0.237,-3.08
44302099999,-0.142,-1.82
44304099999,-0.35,-3.3
44305099999,-0.118,-1.92
44313099999,-0.001,-0.02
44314099999,-0.095,-1.4
44336099999,-0.027,-0.5
44341099999,-0.333,-3.43
44347099999,-0.236,-3.1
44352099999,-0.318,-3.19
44354099999,-0.297,-3.12
44358099999,-0.28,-2.87
44373099999,-0.422,-3.9
45007099999,0.317,1.71
45011099999,0.497,3.91
47003099999,0.034,0.32
47005099999,0.018,0.22
47008099999,0.05,0.5
47014099999,0.048,0.55
47016099999,0.008,0.1
47020099999,0.045,0.48
47022099999,0.084,1.0
47025099999,0.09,0.82
47028099999,0.147,1.11
47031099999,0.027,0.29
47035099999,0.126,0.87
47037099999,0.202,1.23
47039099999,0.105,0.82
47041099999,0.14,1.1
47046099999,0.075,0.7
47050099999,0.22,1.47
47052099999,0.12,0.96
47055099999,0.202,1.17
47058099999,0.136,1.02
47060099999,0.07,0.57
47061099999,0.201,1.07
47065099999,0.039,0.3
47067099999,0.134,0.87
47068099999,0.059,0.46
47069099999,0.209,1.36
47070099999,0.099,0.64
47075099999,0.163,1.0
47090099999,0.035,0.21
47095099999,0.035,0.21
47100099999,-0.068,-0.45
47101099999,0.024,0.15
47105099999,0.005,0.03
47106099999,-0.035,-0.23
47108099999,0.049,0.29
47112099999,0.066,0.41
47114099999,-0.124,-0.8
47115099999,0.053,0.41
47119099999,0.073,0.46
47121099999,-0.024,-0.17
47122099999,0.084,0.51
47127043216,0.009,0.06
47129099999,0.009,0.06
47130099999,0.028,0.18
47131099999,0.043,0.29
47133099999,0.009,0.06
47135099999,-0.01,-0.07
47136099999,-0.032,-0.21
47138099999,0.067,0.44
47140099999,0.053,0.37
47141043219,0.072,0.46
47143099999,0.013,0.09
47146099999,0.042,0.3
47152099999,0.008,0.05
47153099999,0.614,6.02
47155099999,-0.096,-0.46
47156099999,-0.015,-0.1
47159099999,0.042,0.21
47162099999,0.147,0.76
47165099999,0.027,0.19
47168099999,0.073,0.39
47170099999,0.018,0.1
47184099999,0.03,0.19
47185043263,0.003,0.02
47189099999,0.069,0.35
47192099999,0.041,0.21
47401099999,0.008,0.11
47402099999,0.022,0.29
47404099999,0.011,0.14
47405099999,0.035,0.46
47406099999,0.009,0.13
47407099999,0.004,0.06
47409099999,0.035,0.48
47411099999,0.027,0.34
47412099999,-0.0,-0.0
47413099999,0.054,0.65
47417099999,-0.008,-0.07
47418099999,0.02,0.17
47420099999,0.008,0.07
47421099999,0.031,0.41
47423099999,-0.012,-0.12
47424099999,0.033,0.29
47426099999,0.022,0.22
47428099999,-0.002,-0.02
47430099999,0.011,0.12
47433099999,0.033,0.39
47435099999,0.038,0.53
47440099999,0.01,0.07
47512099999,0.043,0.3
47520099999,0.061,0.57
47570099999,0.013,0.15
47574099999,0.026,0.27
47575099999,0.021,0.24
47576099999,0.039,0.41
47581099999,0.034,0.33
47582099999,0.023,0.22
47584099999,-0.01,-0.1
47585099999,0.035,0.25
47587099999,0.023,0.22
47588099999,0.02,0.23
47590099999,-0.017,-0.14
47592099999,0.051,0.44
47595099999,0.022,0.2
47597099999,0.096,0.76
47598099999,0.038,0.26
47600099999,-0.017,-0.13
47602099999,0.028,0.27
47604099999,0.015,0.14
47605099999,0.004,0.03
47606099999,0.052,0.39
47607099999,0.025,0.19
47610099999,0.016,0.17
47612099999,0.01,0.07
47615099999,0.022,0.16
47616099999,0.081,0.6
47617099999,0.12,0.96
47618099999,-0.006,-0.05
47620099999,0.055,0.44
47622099999,0.045,0.38
47624099999,0.001,0.01
47626099999,-0.031,-0.23
47629099999,0.014,0.1
47631099999,0.103,0.78
47632099999,0.113,0.69
47636099999,0.018,0.11
47637099999,0.061,0.42
47638099999,0.052,0.42
47640099999,0.021,0.14
47641099999,0.065,0.48
