stationid,absolute_increase_per_year, relative_increase_per_year_in_% (absolute_increase / middle_value)
16360099999,0.0,0.01
16362099999,-0.36,-0.42
16400099999,-2.62,-3.44
16405099999,-0.06,-0.06
16420099999,-2.1,-2.23
16422099999,-0.68,-1.51
16429099999,-3.91,-4.37
16453099999,0.6,0.97
16459099999,2.5,6.29
16460099999,-1.66,-1.9
16470099999,-3.73,-3.41
16480099999,-0.63,-0.7
16490099999,-2.31,-6.07
16520099999,-1.91,-2.67
16522099999,-1.49,-2.77
16531099999,1.64,3.81
16539099999,-1.58,-2.75
16546099999,0.28,0.62
16550099999,-1.71,-2.68
16560099999,-1.27,-2.01
16564099999,-0.49,-1.3
16597099999,-1.48,-1.93
16614099999,0.23,0.4
16622099999,-0.85,-1.55
16624099999,2.44,12.89
16627099999,0.44,0.64
16632099999,2.55,15.84
16641099999,-1.62,-1.7
16643099999,-0.6,-0.59
16648099999,-1.91,-3.02
16650099999,-0.53,-0.78
16665399999,3.15,16.53
16667099999,-0.45,-0.7
16675099999,-0.8,-1.16
16682099999,-2.74,-2.7
16684099999,0.69,0.83
16685099999,4.2,12.54
16687099999,-0.11,-9.23
16706099999,3.12,16.24
16710099999,0.13,0.22
16716099999,0.03,0.06
16718099999,0.73,4.75
16723099999,-1.03,-1.24
16726099999,3.51,12.02
16726399999,1.91,15.09
16732099999,-0.64,-1.04
16734099999,-0.56,-0.97
16738099999,-1.19,-2.09
16742099999,0.33,1.82
16743099999,-1.33,-2.81
16746099999,-0.3,-0.3
16749099999,-2.24,-1.93
16754099999,-0.55,-0.97
17022099999,-1.05,-1.24
17024099999,-1.61,-1.71
17026099999,-0.59,-1.0
17030099999,-1.08,-1.57
17038099999,-2.03,-2.61
17050099999,-0.82,-1.22
17056099999,-1.28,-1.9
17060099999,-2.87,-4.18
17067099999,-2.18,-2.99
17070099999,-0.38,-0.93
17082099999,-0.98,-2.88
17084099999,-0.85,-1.95
17090099999,-1.16,-2.92
17092099999,-1.22,-2.45
17096099999,-0.1,-0.2
17112099999,-1.28,-1.67
17115099999,-0.82,-1.17
17116099999,-1.17,-1.93
17124099999,-1.05,-2.58
17128099999,-0.82,-2.05
17129099999,-1.07,-2.66
17150099999,-0.47,-0.91
17170099999,-1.57,-3.17
17180099999,-0.08,-0.12
17184099999,-1.6,-2.63
17188099999,0.15,0.32
17190099999,-0.7,-1.79
17195099999,-2.13,-3.7
17200099999,-1.43,-4.39
17202099999,-0.97,-2.2
17218099999,-0.05,-0.23
17219099999,-1.84,-2.28
17234099999,-1.07,-1.66
17240099999,0.07,0.14
17244099999,-0.23,-0.44
17260099999,-0.29,-0.64
17280099999,-1.51,-2.52
17290099999,0.43,0.63
17292099999,-0.74,-0.74
17295099999,0.54,0.68
17300099999,-1.19,-0.78
17330099999,-0.49,-0.67
17350033308,-1.25,-1.36
17352099999,2.36,13.52
17370099999,-2.25,-2.82
17600099999,-0.52,-1.18
17601099999,-0.2,-0.5
17609099999,-1.28,-2.15
20069099999,-0.02,-0.11
20087099999,-0.01,-0.05
20107099999,-1.29,-3.07
20292099999,-0.66,-2.27
20674099999,-0.62,-2.22
20744099999,-0.54,-1.39
20891099999,-0.36,-0.82
21432099999,0.71,2.0
21824099999,1.02,1.98
21908099999,0.71,2.33
21921099999,-0.56,-1.38
21931099999,0.09,0.36
21946099999,-0.59,-2.55
21982099999,0.05,0.31
22028099999,-1.63,-3.86
22106099999,-2.07,-4.42
22113099999,-0.44,-1.28
22127099999,-1.17,-2.67
22165099999,-0.78,-1.64
22217099999,-1.04,-2.61
22235099999,-0.48,-1.23
22271099999,-0.03,-0.05
22324099999,-0.99,-2.63
22349099999,-0.24,-0.61
22408099999,-0.34,-0.95
22438099999,-0.64,-1.61
22471099999,-0.77,-1.2
22550099999,-0.87,-1.76
22583099999,-0.93,-1.66
22602099999,-0.98,-2.33
22621099999,-0.31,-0.68
22641099999,-0.3,-0.64
22676099999,-1.05,-2.02
22721099999,0.13,0.31
22768099999,-0.47,-0.94
22778099999,-0.57,-1.51
22802099999,-0.57,-1.27
22820099999,-0.4,-0.85
22831099999,-0.46,-1.25
22837099999,-0.31,-0.57
22845099999,-0.07,-0.15
22854099999,-0.58,-1.28
22887099999,-0.78,-1.7
22892099999,-0.59,-1.24
22954099999,-0.55,-1.17
23022099999,-0.38,-0.85
23032099999,0.42,0.72
23226099999,-0.43,-0.78
23256099999,0.32,0.65
23274099999,0.38,1.37
23383099999,-1.16,-3.34
23405099999,-0.2,-0.37
23412099999,-0.5,-1.23
23418099999,-0.41,-0.86
23426099999,-0.19,-0.46
23472099999,-0.1,-0.29
23527099999,-0.36,-1.1
23552099999,-0.81,-1.3
23606099999,-0.51,-0.95
23625099999,-1.04,-2.37
23631099999,-0.14,-0.39
23678099999,-0.2,-0.56
23701099999,-0.58,-1.24
23724099999,-0.61,-1.71
23803099999,0.05,0.09
23804099999,-1.21,-2.31
23884099999,-0.11,-0.24
23891099999,-0.4,-1.0
23909099999,-0.36,-0.92
23914099999,-0.81,-1.76
23921099999,-0.58,-1.24
23929099999,-0.9,-2.76
23933099999,-0.22,-0.43
23955099999,-0.55,-1.46
23966099999,0.45,1.14
23973099999,-0.38,-1.14
23975099999,-0.21,-0.35
23987099999,0.69,2.07
24143099999,-0.46,-1.28
24266099999,-0.23,-0.68
24329099999,0.51,1.39
24343099999,-0.12,-0.28
24507099999,0.29,0.81
24639099999,-0.43,-0.84
24641099999,0.11,0.3
24652099999,-0.99,-2.45
24656099999,-0.15,-0.31
24671099999,-0.01,-0.04
24688099999,1.03,2.59
24724099999,-0.26,-0.74
24738099999,0.88,1.75
24768099999,0.17,0.48
24817099999,-0.4,-1.37
24856099999,0.26,0.52
24908099999,-0.56,-1.65
24923099999,-0.81,-1.89
24944099999,0.16,0.39
24951099999,-0.07,-0.18
24959099999,-0.4,-1.35
24962099999,0.32,0.62
24966099999,-0.14,-0.31
24982099999,-0.09,-0.24
24988099999,-0.34,-1.02
25123099999,-0.08,-0.44
25248099999,0.11,0.5
25378099999,-0.3,-0.6
25399099999,0.5,1.48
25400099999,0.36,1.12
25551099999,-0.33,-0.91
25563099999,-0.41,-1.38
25703099999,-0.16,-0.76
25913099999,-0.17,-0.27
25956099999,-0.08,-0.18
26038099999,-0.95,-1.71
26059099999,-0.57,-1.12
26063099999,-0.93,-1.37
26094099999,-0.42,-0.86
26115099999,-0.49,-0.91
26167099999,-1.17,-1.98
26242099999,-1.84,-3.43
26247099999,-0.36,-0.96
26258099999,-0.95,-1.6
26275099999,0.29,0.67
26313099999,-1.18,-2.51
26348099999,-1.2,-4.51
26406099999,-0.34,-0.85
26477099999,-1.97,-2.19
26509099999,-0.89,-1.42
26518099999,-0.92,-2.22
26531099999,-1.52,-3.14
26544099999,-1.36,-3.4
26554099999,-1.32,-2.82
26629099999,-0.71,-1.33
26633099999,-1.73,-3.79
26645099999,-1.08,-2.31
26666099999,-1.99,-3.09
26702099999,0.11,0.17
26730099999,-2.25,-3.53
26763099999,-0.95,-2.31
26832099999,-1.59,-2.99
26850099999,-0.21,-0.47
26887099999,-1.64,-3.08
26898099999,-0.21,-0.38
26941099999,-1.25,-2.54
26951099999,-0.81,-2.05
26961099999,-1.39,-2.94
26997099999,-2.09,-3.15
27037099999,-1.64,-2.44
27051099999,-0.41,-0.65
27066099999,-1.87,-2.74
27083099999,-0.31,-0.69
27113099999,-0.62,-1.11
27373099999,-1.36,-2.56
27393099999,0.03,0.06
27479099999,-1.54,-2.55
27595099999,-0.51,-1.34
27665099999,-0.96,-2.07
27679099999,-1.44,-2.85
27703099999,-0.72,-1.2
27707099999,-1.16,-2.1
27857099999,-1.32,-1.95
27906099999,-1.41,-2.88
27928099999,-0.61,-1.29
27947099999,-0.86,-2.03
27962099999,-0.52,-1.05
28009099999,-1.54,-2.32
28044099999,-1.1,-2.7
28049099999,-0.83,-1.6
28064099999,-0.45,-1.03
28076099999,0.52,1.08
28116099999,-1.2,-2.85
28214099999,-0.1,-0.29
28216099999,-0.19,-0.45
28275099999,0.27,0.66
28319099999,-1.23,-2.83
28321099999,-0.22,-0.47
28334099999,-0.32,-0.64
28367099999,-0.26,-0.43
28411099999,0.36,0.89
28428099999,-2.24,-4.01
28434099999,-0.73,-1.37
28440099999,-0.54,-1.26
28465099999,-1.78,-4.33
28481099999,-1.14,-2.06
28491099999,-1.29,-3.89
28541099999,-0.43,-0.96
28552099999,-1.39,-3.34
28573099999,-0.03,-0.08
28586099999,-1.77,-3.08
28593099999,-0.41,-1.05
28621099999,-0.82,-2.18
28655099999,-1.38,-2.77
28661099999,-1.01,-1.77
28698099999,-1.01,-1.74
28722099999,-0.76,-1.58
28748099999,-0.96,-2.9
28766099999,-1.61,-4.8
28786099999,-1.5,-4.27
28791099999,-2.03,-3.71
28799099999,-0.9,-1.89
28825099999,-1.99,-3.64
28838099999,-1.09,-3.33
28867099999,-1.25,-3.78
28909099999,-0.27,-0.9
28966099999,-0.95,-4.02
29023099999,0.25,0.56
29111099999,-1.52,-3.09
29122099999,-0.57,-1.51
29209099999,-1.12,-2.18
29231099999,-0.39,-0.86
29253099999,-0.21,-0.46
29263099999,0.24,0.7
29274099999,-0.38,-0.7
29282099999,-0.78,-2.24
29313099999,-1.45,-2.77
29328099999,-0.42,-0.9
29348099999,-0.98,-2.61
29363099999,-0.47,-1.63
29367099999,-1.19,-3.11
29405099999,-1.65,-3.7
29418099999,-0.88,-1.67
29430099999,-0.23,-0.49
29456099999,-1.26,-2.36
29467099999,-1.48,-2.94
29471099999,-0.34,-0.61
29477099999,-1.07,-1.4
29481099999,0.61,1.75
29524099999,0.07,0.22
29551099999,-1.0,-2.64
29553099999,-0.82,-2.42
29557099999,-1.62,-3.74
29562099999,-0.73,-1.98
29576099999,-0.63,-1.19
29581099999,-0.27,-0.71
29587099999,-0.84,-1.35
29594099999,-0.55,-1.05
29602099999,-0.35,-1.0
29605099999,-0.81,-1.89
29612099999,-0.6,-1.58
29625099999,-0.68,-1.97
29631099999,-0.43,-0.9
29636099999,-1.06,-3.03
29653099999,-0.57,-1.31
29654099999,-1.93,-3.1
29676099999,-1.33,-2.19
29698099999,-0.74,-1.51
29706099999,-1.2,-2.54
29712099999,-2.72,-4.65
29724099999,-0.76,-2.02
29726099999,-1.37,-2.95
29736099999,-1.01,-2.45
29759099999,-0.25,-0.63
29766099999,-0.5,-1.38
29789099999,-0.7,-1.38
29807099999,-2.0,-7.04
29813099999,-1.78,-3.8
29814099999,-2.29,-4.39
29822099999,-0.9,-2.49
29827099999,-1.86,-3.94
29838099999,-2.18,-4.26
29846099999,-2.91,-5.49
29864099999,-1.46,-3.19
29869099999,-0.54,-1.06
29915099999,-2.15,-4.91
29923099999,-1.28,-3.26
29937099999,-2.11,-3.6
29939099999,-1.79,-3.65
29956099999,-0.4,-0.83
30054099999,0.73,1.52
30157099999,-1.06,-2.5
30230099999,-0.01,-0.02
30328099999,0.49,0.99
30337099999,-0.93,-1.39
30372099999,-0.1,-0.23
30385099999,-0.2,-0.42
30393099999,-0.04,-0.1
30405099999,-0.49,-1.0
30433099999,-1.24,-2.42
30455099999,-0.41,-0.76
30493099999,-1.07,-1.67
30499099999,-1.8,-2.55
30504099999,-0.88,-1.62
30521099999,-1.6,-3.39
30526099999,0.35,0.84
30554099999,-1.99,-3.42
30603099999,-0.35,-0.81
30612099999,-0.31,-0.54
30622099999,-1.56,-3.12
30627099999,-0.05,-0.14
30635099999,-1.11,-2.33
30650099999,-1.04,-2.22
30664099999,-0.21,-0.39
30673099999,-0.29,-0.56
30683099999,-0.15,-0.29
30686099999,-1.6,-2.84
30695099999,-0.37,-0.75
30703099999,0.03,0.06
30731099999,-0.76,-1.82
30739099999,-0.94,-2.2
30741099999,-1.19,-1.82
30745099999,-1.08,-2.15
30758099999,-0.91,-1.52
30764099999,-1.13,-2.05
30777099999,-0.4,-0.61
30781099999,-0.27,-0.52
30802099999,-0.5,-1.13
30822099999,-1.05,-1.69
30823099999,-0.82,-1.86
30829099999,-0.99,-3.24
30838099999,-1.14,-2.09
30844099999,-0.27,-0.68
30846099999,0.42,1.07
30859099999,-0.54,-1.2
30862099999,-0.24,-0.46
30879099999,-0.07,-0.12
30925099999,-0.28,-0.66
30935099999,-0.24,-0.56
30949099999,-0.89,-1.68
30957099999,-0.36,-0.66
30961099999,-0.88,-1.36
30965099999,-0.77,-1.46
30971099999,-0.15,-0.28
30975099999,-0.96,-1.57
30978099999,-0.29,-0.43
31004099999,-0.03,-0.06
31054099999,-0.28,-0.77
31088099999,-0.17,-0.44
31123099999,-0.52,-1.76
31137099999,-0.78,-1.79
31152099999,-0.98,-2.52
31168099999,-1.81,-2.4
31174099999,-0.18,-0.36
31253099999,-0.38,-0.78
31295099999,-1.03,-1.45
31300099999,0.2,0.38
31329099999,-0.69,-1.1
31348099999,-0.17,-0.4
31369099999,-0.26,-0.54
31371099999,-0.81,-1.37
31388099999,0.25,0.39
31416099999,-1.51,-2.81
31418099999,-0.14,-0.29
31439099999,0.56,1.05
31442099999,-0.08,-0.11
31445099999,-0.61,-1.04
31474099999,-0.39,-0.64
31478099999,-0.41,-0.76
31484099999,-1.37,-2.37
31489099999,-0.33,-0.73
31510099999,-1.09,-1.47
31521099999,-0.31,-0.39
31527099999,-0.17,-0.29
31532099999,-0.34,-0.61
31534099999,-0.78,-1.27
31538099999,-0.98,-1.62
31587099999,-0.78,-1.31
31594099999,-0.28,-0.49
31624099999,-1.77,-2.58
31632099999,-0.63,-1.11
31655099999,-1.01,-2.03
31702099999,-0.69,-1.07
31707099999,-1.56,-2.28
31713099999,-1.91,-2.84
31725099999,-1.25,-1.88
31735099999,-1.25,-2.07
31754099999,-0.75,-1.67
31801099999,-1.23,-1.78
31825099999,-0.97,-2.13
31832099999,-0.85,-1.61
31845099999,-0.51,-1.09
31866099999,0.2,0.3
31873099999,-1.0,-1.71
31878099999,-1.12,-2.2
31909099999,-2.47,-3.17
31915099999,0.16,0.36
31921099999,-1.37,-2.73
31939099999,-0.49,-0.81
31959099999,-1.81,-2.21
31960099999,-0.29,-0.3
31969099999,-2.38,-2.73
31981099999,-1.36,-2.41
31987099999,-0.31,-0.49
31989099999,-1.16,-1.78
32027099999,-0.62,-1.91
32053099999,-0.64,-1.17
32061099999,-0.45,-0.84
32069099999,-0.34,-0.75
32076099999,-0.52,-0.96
32098099999,0.03,0.04
32121099999,-1.63,-1.92
32128099999,-0.83,-1.51
32150099999,-0.68,-1.12
32165099999,-0.06,-0.07
32215099999,0.23,0.22
32408099999,0.58,1.62
32411099999,-0.24,-0.48
32509099999,-0.34,-0.49
32594099999,1.0,2.49
33008099999,-0.32,-0.5
33019099999,-0.64,-1.46
33027099999,-1.33,-2.79
33036099999,-1.41,-2.59
33041099999,-1.0,-1.89
33088099999,-1.28,-2.11
33135099999,-0.64,-1.34
33177099999,-1.77,-2.75
33261099999,-1.75,-2.68
33275099999,-0.78,-1.57
33301099999,-0.86,-1.39
33317099999,-2.35,-3.57
33325099999,-1.17,-2.05
33345099999,-1.87,-3.03
33377099999,-1.62,-2.39
33393099999,-1.21,-1.94
33415099999,-1.65,-2.9
33429099999,-0.69,-1.36
33466099999,-1.5,-2.47
33506099999,-1.19,-2.17
33562099999,-1.65,-2.95
33587099999,-1.02,-1.71
33614099999,-0.86,-1.66
33631099999,-1.62,-2.47
33658099999,-1.1,-1.84
33663099999,-0.66,-1.25
33711099999,-0.67,-1.18
33761099999,-0.42,-0.72
33791099999,-1.39,-2.53
33815099999,-0.1,-0.18
33837099999,-0.41,-0.67
33902099999,-1.04,-1.52
33924099999,-0.45,-0.63
33946099999,-1.3,-2.19
33983099999,-1.09,-2.11
34009099999,-0.79,-1.42
34152099999,-0.98,-2.29
34186099999,-1.67,-4.45
34247099999,-0.86,-1.91
34300099999,-0.97,-2.06
34336099999,0.27,0.59
34391099999,-2.69,-8.8
34398099999,-2.55,-8.21
34415099999,-0.78,-1.49
34504099999,-1.26,-2.2
34601099999,-0.52,-0.9
34691099999,-1.42,-4.31
34712099999,-0.43,-0.86
34798099999,-1.74,-6.96
34838099999,-1.54,-3.1
34858099999,-1.16,-2.54
34861099999,-0.2,-0.46
35026099999,-0.23,-0.52
35037099999,-1.25,-3.07
35067099999,-2.79,-8.42
35078099999,-2.2,-5.01
35085099999,-2.0,-6.57
35121099999,-0.05,-0.18
35173099999,-2.03,-7.16
35217099999,-1.36,-4.88
35302099999,-1.59,-11.51
35358099999,-1.98,-5.26
35406099999,-2.38,-6.45
35416099999,-1.33,-6.7
35426099999,-3.19,-8.49
35497099999,-2.34,-6.86
35532099999,-2.32,-7.9
35576099999,-1.23,-5.2
35671099999,-3.15,-7.89
35699099999,-1.42,-6.23
35700099999,-1.96,-7.22
35746099999,-1.67,-5.88
35796099999,-1.62,-7.69
35849099999,-1.86,-5.11
35925099999,-1.01,-4.07
35953099999,-3.1,-9.71
35969099999,-1.02,-7.8
36020099999,-2.91,-4.91
36021099999,-0.87,-2.31
36022099999,-0.64,-1.55
36034099999,-0.28,-0.69
36038099999,-1.45,-2.68
36058099999,-1.39,-2.48
36061099999,-1.66,-2.59
36064099999,-0.12,-0.2
36096099999,-0.6,-1.58
36152099999,-1.96,-8.63
36177099999,-1.16,-2.93
36208099999,-1.46,-4.55
36259099999,-0.96,-3.3
36397099999,-1.58,-6.91
36428099999,-1.88,-4.73
36535099999,-1.67,-5.62
36639099999,-1.98,-6.91
36859099999,-1.68,-5.63
36870099999,-2.27,-4.69
36911099999,-1.24,-4.11
36974099999,0.72,2.29
36982099999,1.18,2.73
37031099999,-1.99,-3.14
37054099999,-3.78,-5.12
37171099999,-0.87,-0.83
37228099999,-1.62,-2.12
37472099999,-2.97,-4.14
37549099999,-1.17,-1.5
37575099999,0.01,0.01
37735099999,0.31,0.33
37985099999,-0.35,-0.32
38001099999,-1.94,-6.91
38062099999,-1.35,-5.13
38149099999,-2.49,-5.94
38178099999,0.04,0.14
38198099999,-1.9,-7.6
38222099999,-3.28,-12.6
38232099999,-2.48,-6.83
38262099999,-3.41,-5.88
38264099999,-0.98,-5.36
38341099999,-1.06,-3.32
38345099999,-0.84,-3.7
38353099999,-0.07,-0.21
38388099999,-0.43,-2.14
38392099999,-0.85,-3.01
38396099999,-0.05,-0.13
38403099999,-0.2,-1.47
38413099999,-0.99,-4.29
38439099999,-3.0,-7.74
38457099999,-0.11,-0.29
38462099999,-1.22,-2.69
38507099999,0.41,0.87
38545099999,-0.94,-2.06
38565099999,-1.29,-2.64
38579099999,-1.26,-2.09
38583099999,-1.43,-2.19
38599099999,1.15,2.17
38611099999,-1.69,-2.39
38613099999,-1.23,-2.66
38618099999,-1.43,-3.13
38647099999,0.01,0.01
38656099999,-0.58,-1.87
38683099999,-1.88,-8.85
38687099999,0.51,1.39
38696099999,-0.45,-0.79
38713099999,-0.06,-0.16
38750099999,-1.41,-2.83
38763099999,-0.98,-2.12
38774099999,0.09,0.24
38799099999,-0.44,-1.33
38806099999,-0.45,-1.01
38812099999,-1.42,-2.69
38836099999,-0.7,-1.23
38880099999,0.04,0.09
38886099999,-0.12,-0.32
38895099999,-0.43,-1.13
38911099999,0.16,0.63
38915099999,0.16,0.49
38927099999,-0.79,-1.64
38933099999,-0.08,-0.18
38944099999,-1.68,-4.18
38954099999,0.65,1.87
38974099999,0.66,1.75
38987099999,0.19,0.5
40001099999,0.48,1.11
40007099999,0.8,1.71
40022099999,1.99,2.72
40025099999,-0.18,-0.22
40030099999,1.06,2.42
40066099999,-0.27,-0.36
40080099999,-0.61,-2.15
40100099999,-1.37,-2.06
40101099999,-0.31,-0.62
40103099999,1.49,1.96
40155099999,-1.93,-5.48
40180099999,0.66,1.18
40199099999,0.14,1.72
40250099999,0.18,0.59
40255099999,0.72,1.14
40260099999,0.06,0.18
40265099999,-0.49,-1.26
40270099999,0.56,1.25
40272099999,-0.53,-1.4
40310099999,0.62,2.78
40340099999,0.21,0.68
40356099999,-0.07,-0.24
40357099999,0.61,3.6
40360099999,0.66,3.11
40361099999,0.57,4.02
40362099999,1.12,4.22
40373099999,-0.81,-1.79
40375099999,0.08,0.35
40377099999,1.12,4.53
40394099999,0.72,3.42
40400099999,0.88,6.5
40405099999,-0.65,-1.22
40416099999,1.37,2.58
40420099999,0.86,7.07
40430099999,-0.2,-0.75
40437099999,-1.39,-3.6
40438099999,0.93,4.13
40439099999,-1.25,-3.32
40582099999,2.3,3.34
40701099999,0.45,1.79
40703099999,-1.31,-3.57
40704099999,0.37,1.55
40706099999,-2.49,-4.65
40710099999,-0.16,-0.75
40712099999,-1.27,-3.08
40713099999,0.11,0.41
40718099999,1.02,0.9
40719099999,0.13,0.16
40729099999,-0.33,-0.86
40731099999,-0.7,-1.96
40732099999,0.9,0.65
40736099999,-1.32,-1.44
40738099999,-0.11,-0.18
40739099999,-0.64,-2.29
40740099999,0.43,1.49
40743099999,-0.09,-0.27
40745099999,0.72,1.93
40747099999,-1.17,-2.38
40754099999,-1.78,-3.93
40757099999,-0.78,-2.51
40762099999,-1.22,-2.98
40766099999,0.24,0.54
40769099999,-0.4,-0.57
40785099999,-0.75,-2.78
40798099999,-0.02,-0.04
40800099999,-1.58,-4.32
40809099999,-0.88,-2.86
40811099999,-0.99,-1.92
40818099999,-0.56,-1.73
40821099999,-0.35,-1.76
40831099999,-2.8,-4.3
40841099999,-0.9,-3.4
40848099999,-0.44,-0.92
40851099999,0.26,1.05
40853099999,0.37,0.97
40854099999,-0.11,-0.51
40856099999,-0.07,-0.31
40859099999,0.65,1.49
40875099999,-3.11,-4.29
40878099999,-0.77,-2.26
40879099999,0.68,1.74
41024099999,0.24,1.29
41030099999,1.24,7.64
41036099999,0.4,1.24
41055099999,-0.18,-0.57
41061099999,0.01,0.09
41084099999,-1.5,-3.57
41112099999,-0.08,-0.15
41114099999,0.92,3.96
41128099999,-0.03,-0.17
41136099999,1.41,7.67
41140099999,0.25,0.55
41150099999,-0.4,-0.89
41170099999,0.55,1.25
41184099999,0.9,3.07
41194099999,0.7,4.0
41196099999,0.3,0.8
41198099999,1.18,1.97
41216099999,-0.1,-0.85
41217099999,0.3,1.45
41218099999,-0.42,-1.91
41240099999,0.03,0.06
41244099999,0.46,1.64
41246099999,-1.35,-3.28
41254099999,0.37,0.73
41256099999,-0.66,-1.1
41268099999,-1.03,-2.73
41288099999,-0.42,-1.21
41312099999,2.09,4.61
41314099999,-1.55,-4.26
41316099999,-0.11,-0.21
41530099999,3.79,3.31
41571099999,7.89,5.75
41598099999,5.05,4.4
41620099999,3.2,4.35
41624099999,6.66,6.64
41640099999,3.61,4.04
41641099999,1.78,14.5
41660099999,0.95,1.4
41675099999,2.09,3.02
41685099999,2.51,3.54
41712099999,0.41,1.09
41715099999,5.57,5.67
41744099999,-0.09,-0.16
41749099999,10.66,10.25
41756099999,4.42,5.66
41764099999,4.27,5.67
41768099999,5.22,4.77
41780099999,2.09,3.76
41978099999,-0.07,-0.04
42027099999,-0.1,-0.2
42071099999,0.44,0.47
42101099999,0.14,0.13
42111099999,-0.7,-0.49
42131099999,-0.09,-0.14
42181099999,3.28,19.06
42182099999,-1.18,-1.17
42189099999,-2.34,-1.57
42309099999,0.07,0.05
42314099999,-1.99,-1.46
42328099999,-0.16,-0.25
42339099999,-0.48,-0.56
42348099999,-0.67,-0.65
42361099999,-1.85,-1.63
42369099999,-0.4,-0.29
42379099999,0.09,0.07
42410099999,-1.66,-1.26
42415099999,-1.01,-0.96
42452099999,-0.59,-0.78
42479099999,4.48,15.4
42492099999,-2.01,-1.49
42559099999,0.64,0.56
42571099999,-0.1,-0.1
42591099999,-1.5,-1.47
42634099999,0.87,1.0
42647099999,-0.29,-0.2
42667099999,-0.47,-0.36
42675099999,-1.25,-1.05
42701099999,-1.04,-0.86
42724099999,1.17,0.81
42737099999,2.49,1.7
42754099999,0.04,0.03
42779099999,0.84,0.74
42798099999,2.95,2.18
42809099999,-2.94,-2.16
42840099999,0.68,0.46
42867099999,2.18,1.64
42874099999,1.04,0.75
42886099999,1.71,1.45
42895099999,-0.52,-0.4
42909099999,0.73,0.47
42971099999,-1.01,-0.62
43003099999,0.69,0.3
43014099999,-1.36,-1.51
43041099999,0.74,0.63
43063099999,-1.06,-0.98
43086099999,-0.19,-0.19
43110099999,-0.38,-0.18
43117099999,-0.38,-0.48
43128099999,-0.67,-0.59
43150099999,-1.16,-0.88
43185099999,-1.74,-1.24
43189099999,0.13,0.11
43192099999,-0.49,-0.3
43198099999,-0.7,-0.71
43201099999,-0.39,-0.45
43213099999,-0.03,-0.04
43233099999,0.54,0.73
43237099999,-0.02,-0.02
43245099999,-0.66,-0.61
43279099999,-0.31,-0.2
43284099999,0.25,0.14
43295099999,-1.65,-1.4
43314099999,0.22,0.16
43321099999,-1.16,-1.22
43329099999,0.64,0.53
43333099999,1.41,0.95
43344099999,0.46,0.44
43353099999,0.64,0.44
43371099999,-0.1,-0.08
43450099999,0.68,0.47
43497099999,0.47,0.59
43555099999,-1.67,-3.48
44203099999,0.26,0.85
44207099999,-0.7,-1.86
44212099999,-0.66,-2.63
44213099999,0.05,0.22
44214099999,-0.65,-2.69
44215099999,0.17,0.8
44218099999,-0.14,-0.46
44225099999,-0.21,-0.82
44230099999,0.44,1.22
44231099999,-0.26,-0.83
44232099999,-0.64,-1.3
44237099999,0.34,1.11
44239099999,-0.7,-1.46
44241099999,-1.39,-2.74
44256099999,-0.25,-0.71
44259099999,-0.24,-0.77
44265099999,0.37,2.2
44272099999,-0.35,-1.21
44275099999,0.61,2.72
44277099999,-0.0,-0.02
44282099999,-0.52,-1.27
44284099999,0.2,0.78
44285099999,0.1,0.33
44287099999,-0.57,-1.7
44288099999,-0.03,-0.09
44292099999,-0.04,-0.13
44294099999,-0.71,-2.03
44298099999,-1.01,-2.6
44302099999,-0.11,-0.29
44304099999,-0.38,-0.97
44305099999,-0.32,-0.95
44313099999,-0.04,-0.09
44314099999,0.22,0.61
44336099999,0.41,2.2
44341099999,-0.58,-1.87
44347099999,-0.43,-1.69
44352099999,-0.74,-1.59
44354099999,-0.74,-1.72
44358099999,-0.23,-0.67
44373099999,-0.32,-1.04
45007099999,2.88,1.88
45011099999,4.98,5.62
47003099999,-0.72,-0.76
47005099999,-1.01,-1.42
47008099999,-0.53,-0.57
47014099999,0.33,0.48
47016099999,-0.15,-0.25
47020099999,-0.43,-0.54
47022099999,0.73,1.11
47025099999,1.08,1.08
47028099999,0.73,0.71
47031099999,0.43,0.57
47035099999,0.27,0.24
47037099999,1.05,0.81
47039099999,0.12,0.11
47041099999,1.21,1.25
47046099999,0.55,0.7
47050099999,2.04,1.73
47052099999,1.31,1.22
47055099999,0.35,0.24
47058099999,1.63,1.58
47060099999,0.17,0.18
47061099999,0.9,0.58
47065099999,-0.94,-0.96
47067099999,1.41,1.16
47068099999,-0.33,-0.31
47069099999,0.91,0.81
47070099999,1.23,0.93
47075099999,0.92,0.71
47090099999,-0.67,-0.44
47095099999,-0.07,-0.04
47100099999,-2.43,-1.63
47101099999,0.45,0.29
47105099999,-1.11,-0.72
47106099999,-1.34,-0.94
47108099999,-0.53,-0.32
47112099999,0.47,0.34
47114099999,-1.55,-1.04
47115099999,0.93,0.88
47119099999,0.17,0.13
47121099999,-1.69,-1.44
47122099999,-0.22,-0.21
47127043216,-0.72,-0.69
47129099999,-0.33,-0.25
47130099999,0.1,0.08
47131099999,-0.01,-0.01
47133099999,-1.6,-1.13
47135099999,-0.54,-0.45
47136099999,-0.17,-0.15
47138099999,0.51,0.38
47140099999,0.34,0.26
47141043219,1.21,0.94
47143099999,0.24,0.2
47146099999,0.47,0.4
47152099999,0.19,0.14
47153099999,3.13,8.17
47155099999,-1.33,-0.8
47156099999,-0.65,-0.47
47159099999,0.3,0.19
