stationid,absolute_increase_per_year, relative_increase_per_year_in_% (absolute_increase / middle_value)
16723099999,-1.96,-3.74
16732099999,-0.6,-1.5
16734099999,-0.39,-0.88
16738099999,-1.18,-3.5
16743099999,-1.4,-4.92
16746099999,0.05,0.06
16749099999,-2.98,-3.7
16754099999,-0.6,-1.46
17022099999,-3.25,-3.36
17024099999,-2.03,-1.75
17026099999,-2.4,-3.48
17030099999,-2.91,-4.01
17038099999,-3.51,-3.82
17050099999,-1.96,-3.69
17056099999,-2.79,-5.11
17060099999,-6.51,-7.48
17067099999,-4.65,-6.25
17070099999,-0.57,-1.29
17082099999,-1.55,-4.78
17084099999,-2.7,-6.51
17090099999,-3.06,-7.92
17092099999,-2.22,-5.11
17096099999,0.81,1.3
17112099999,-2.69,-4.96
17115099999,-1.38,-2.09
17116099999,-2.47,-5.27
17124099999,-1.86,-5.16
17128099999,-1.43,-3.87
17129099999,-1.65,-4.81
17150099999,-1.12,-2.46
17170099999,-2.72,-6.07
17180099999,0.45,1.07
17184099999,-2.95,-6.23
17188099999,-0.67,-1.78
17190099999,-1.1,-3.46
17195099999,-3.37,-5.93
17200099999,-2.45,-9.2
17202099999,-1.92,-5.33
17218099999,-0.19,-1.76
17219099999,-2.76,-4.66
17234099999,-1.96,-4.47
17240099999,0.18,0.37
17244099999,-0.64,-1.23
17260099999,0.28,0.82
17280099999,-2.05,-4.12
17290099999,0.13,0.27
17292099999,-1.23,-1.66
17295099999,-2.81,-9.03
17300099999,-1.7,-1.78
17330099999,-2.1,-5.44
17350033308,-1.81,-2.64
17370099999,-4.86,-7.27
17600099999,0.11,0.39
17601099999,-0.31,-1.62
17609099999,-1.43,-4.17
20069099999,-1.59,-4.48
20087099999,-0.37,-1.51
20107099999,-2.08,-4.14
20292099999,-0.99,-3.77
20674099999,-1.74,-4.44
20744099999,-0.38,-1.0
20891099999,-1.13,-2.33
21432099999,0.19,0.56
21824099999,1.24,2.2
21908099999,0.89,4.08
21921099999,-1.13,-3.07
21931099999,0.29,1.73
21946099999,-0.65,-3.89
21982099999,0.01,0.08
22028099999,-4.09,-7.37
22106099999,-4.19,-8.0
22113099999,-1.21,-2.85
22127099999,-1.64,-3.44
22165099999,-1.11,-2.27
22217099999,-2.15,-4.14
22235099999,-0.43,-0.88
22271099999,-0.54,-0.92
22324099999,-1.16,-2.62
22349099999,-0.33,-0.74
22408099999,-0.48,-1.04
22438099999,-1.55,-4.69
22471099999,-1.9,-2.52
22550099999,-1.62,-2.73
22583099999,-2.17,-3.02
22602099999,-1.64,-3.24
22621099999,-0.21,-0.34
22641099999,-0.44,-0.88
22676099999,-1.88,-3.21
22721099999,0.57,0.95
22768099999,-1.17,-1.92
22778099999,-1.96,-4.55
22802099999,-1.15,-2.08
22820099999,-0.45,-0.73
22831099999,0.32,0.61
22837099999,-1.12,-1.72
22845099999,0.54,0.83
22854099999,-0.55,-0.83
22887099999,-1.44,-2.93
22892099999,-0.86,-1.36
22954099999,-1.65,-2.92
23022099999,-1.48,-2.5
23032099999,0.62,0.87
23226099999,-1.11,-1.62
23256099999,0.07,0.11
23274099999,0.88,2.14
23383099999,-3.8,-8.19
23405099999,-0.85,-1.24
23412099999,-0.52,-0.98
23418099999,-0.5,-0.79
23426099999,-1.08,-2.54
23472099999,0.46,0.93
23527099999,-0.32,-0.81
23552099999,-2.07,-3.15
23606099999,-0.81,-1.21
23625099999,-1.61,-3.87
23631099999,0.4,0.82
23678099999,-0.3,-0.77
23701099999,-1.05,-2.38
23724099999,-0.58,-1.45
23803099999,-0.25,-0.34
23804099999,-2.38,-3.99
23884099999,-0.14,-0.25
23891099999,-1.13,-2.28
23909099999,-0.57,-1.19
23914099999,-1.4,-2.38
23921099999,-0.41,-0.89
23929099999,-1.81,-5.48
23933099999,0.08,0.14
23955099999,-1.37,-2.8
23966099999,0.92,1.7
23973099999,-0.64,-1.56
23975099999,0.18,0.29
23987099999,0.69,1.53
24143099999,-0.75,-2.25
24266099999,-0.37,-1.39
24329099999,1.04,3.07
24343099999,-0.19,-0.4
24507099999,0.13,0.37
24639099999,-0.47,-0.94
24641099999,-0.4,-1.34
24652099999,-1.56,-5.47
24656099999,-0.94,-2.0
24671099999,0.48,1.84
24688099999,1.61,4.6
24724099999,-0.62,-1.99
24738099999,2.0,3.62
24768099999,0.6,1.83
24817099999,-0.61,-2.61
24856099999,1.4,2.3
24908099999,-1.66,-4.97
24923099999,-2.28,-4.51
24944099999,0.62,1.43
24951099999,0.36,0.95
24959099999,-0.51,-2.41
24962099999,1.35,2.27
24966099999,-0.14,-0.41
24982099999,0.28,0.86
24988099999,-0.18,-0.61
25123099999,-0.04,-0.28
25248099999,0.05,0.3
25378099999,-0.36,-0.92
25399099999,0.88,2.59
25400099999,1.21,3.5
25551099999,-0.95,-2.17
25563099999,-0.99,-3.79
25703099999,0.25,1.05
25913099999,0.38,0.72
25956099999,-0.09,-0.21
26038099999,-0.16,-0.19
26059099999,-0.97,-1.61
26063099999,-0.46,-0.46
26094099999,-0.05,-0.08
26115099999,1.52,2.1
26167099999,-2.13,-3.1
26242099999,-3.73,-5.59
26247099999,1.29,2.16
26258099999,-1.98,-2.6
26275099999,1.51,2.61
26313099999,-1.98,-3.46
26348099999,-1.68,-4.2
26406099999,-0.32,-0.57
26477099999,-2.6,-2.37
26509099999,-2.98,-3.93
26518099999,-2.21,-4.84
26531099999,-2.39,-4.53
26544099999,-1.55,-2.95
26554099999,-1.72,-3.33
26629099999,-0.88,-1.43
26633099999,-3.52,-7.13
26645099999,-1.78,-3.0
26666099999,-2.9,-3.42
26702099999,0.14,0.17
26730099999,-4.68,-6.47
26763099999,-2.12,-4.46
26832099999,-2.8,-4.49
26850099999,-0.68,-1.31
26887099999,-2.71,-4.5
26898099999,-0.45,-0.76
26941099999,-3.39,-5.62
26951099999,-1.15,-2.94
26961099999,-2.63,-5.15
26997099999,-5.59,-7.03
27037099999,-2.9,-4.17
27051099999,-0.85,-1.22
27066099999,-3.45,-4.69
27083099999,-0.42,-0.73
27113099999,-1.42,-2.05
27373099999,-2.52,-4.56
27393099999,-0.84,-1.63
27479099999,-1.85,-2.7
27595099999,-0.9,-2.4
27665099999,-1.29,-2.5
27679099999,-3.37,-5.99
27703099999,-1.17,-1.38
27707099999,-2.6,-4.13
27857099999,-1.74,-2.54
27906099999,-2.24,-3.67
27928099999,-1.45,-3.13
27947099999,-3.48,-7.1
27962099999,-0.6,-1.43
28009099999,-2.74,-3.66
28044099999,-1.93,-5.06
28049099999,-1.29,-2.85
28064099999,0.13,0.26
28076099999,1.44,2.36
28214099999,-0.23,-0.62
28216099999,0.29,0.58
28275099999,0.27,0.52
28319099999,-2.43,-4.29
28321099999,-0.61,-1.19
28334099999,-0.34,-0.51
28367099999,-0.93,-1.69
28411099999,0.54,1.44
28428099999,-3.99,-5.44
28434099999,-0.24,-0.37
28440099999,-1.45,-3.45
28465099999,-2.83,-8.03
28481099999,-1.93,-3.23
28491099999,-2.49,-6.7
28541099999,-2.29,-4.46
28552099999,-1.65,-4.63
28573099999,0.61,1.26
28586099999,-3.01,-5.9
28593099999,-0.08,-0.23
28621099999,-1.45,-3.69
28655099999,-2.13,-6.48
28661099999,-1.6,-2.29
28698099999,-1.37,-2.39
28722099999,-1.8,-3.28
28748099999,-1.15,-3.96
28766099999,-1.65,-4.75
28786099999,-1.88,-5.64
28791099999,-2.01,-4.56
28799099999,-1.51,-3.36
28825099999,-3.35,-6.07
28838099999,-1.09,-3.61
28867099999,-0.44,-1.77
28909099999,-0.16,-0.68
28966099999,-0.51,-3.14
29023099999,-0.09,-0.16
29111099999,-3.11,-5.78
29122099999,-1.17,-3.31
29209099999,-1.68,-3.13
29231099999,-0.87,-1.5
29253099999,1.55,2.22
29263099999,-0.09,-0.19
29274099999,0.08,0.12
29282099999,-0.93,-2.67
29313099999,-2.86,-5.28
29328099999,-0.46,-0.83
29348099999,-1.78,-4.35
29363099999,-1.0,-3.01
29367099999,-1.72,-5.76
29405099999,-2.77,-6.23
29418099999,-1.93,-3.08
29430099999,-0.65,-1.31
29456099999,-1.8,-2.73
29467099999,-3.3,-5.89
29471099999,-0.45,-0.76
29477099999,-1.21,-1.73
29481099999,1.2,3.3
29524099999,0.5,1.47
29551099999,-1.18,-2.87
29553099999,-1.3,-2.78
29557099999,-2.37,-5.58
29562099999,-1.41,-2.96
29576099999,-1.09,-2.21
29581099999,-1.14,-3.65
29587099999,-3.12,-4.9
29594099999,-0.73,-1.28
29602099999,-0.93,-2.74
29605099999,-1.58,-3.54
29612099999,-1.44,-3.72
29625099999,-1.41,-3.85
29631099999,-0.79,-1.54
29636099999,-2.44,-6.56
29653099999,-1.31,-3.5
29654099999,-2.7,-3.95
29676099999,-2.56,-3.95
29698099999,-1.3,-2.59
29706099999,-3.12,-6.92
29712099999,-5.1,-9.54
29724099999,-1.35,-3.89
29726099999,-2.01,-3.95
29736099999,-2.01,-4.44
29759099999,0.69,1.18
29766099999,-0.56,-1.67
29789099999,-1.32,-2.8
29807099999,-1.67,-6.34
29813099999,-3.34,-7.43
29814099999,-3.29,-7.26
29822099999,-2.91,-8.3
29827099999,-3.82,-8.15
29838099999,-4.3,-7.44
29846099999,-5.16,-8.35
29864099999,-1.5,-4.23
29869099999,-0.91,-1.54
29915099999,-4.5,-10.36
29923099999,-2.92,-8.52
29937099999,-2.45,-3.99
29939099999,-4.67,-8.66
29956099999,-1.09,-2.1
30054099999,1.38,2.42
30157099999,-2.21,-4.04
30230099999,0.82,1.28
30328099999,0.64,1.14
30337099999,-0.97,-1.34
30372099999,-0.31,-0.98
30385099999,0.75,1.68
30393099999,0.47,1.08
30405099999,-1.54,-3.26
30433099999,-2.47,-5.29
30455099999,-0.84,-1.98
30493099999,-1.5,-2.58
30499099999,-1.88,-2.97
30504099999,-1.65,-3.36
30521099999,-3.55,-6.62
30526099999,1.23,2.99
30554099999,-4.15,-8.92
30603099999,-0.55,-1.36
30612099999,-0.05,-0.08
30622099999,-2.65,-7.19
30627099999,-0.33,-1.35
30635099999,-2.91,-7.45
30650099999,-1.6,-5.21
30664099999,0.87,1.73
30673099999,-0.69,-2.05
30683099999,-0.91,-2.19
30686099999,-2.53,-5.49
30695099999,-1.23,-3.22
30703099999,0.66,1.29
30731099999,-1.64,-4.92
30739099999,-1.48,-5.11
30741099999,-2.23,-3.95
30745099999,-1.37,-3.67
30758099999,-1.79,-4.06
30764099999,-1.8,-4.47
30777099999,-0.59,-1.59
30781099999,-1.7,-5.62
30802099999,-0.75,-2.34
30822099999,-2.09,-3.68
30823099999,-1.37,-4.52
30829099999,-1.33,-9.91
30838099999,-2.22,-6.21
30844099999,-0.0,-0.01
30846099999,1.05,3.56
30859099999,-1.12,-4.26
30862099999,-0.45,-1.26
30879099999,-0.27,-0.71
30925099999,-0.61,-2.54
30935099999,0.45,1.14
30949099999,-2.08,-5.72
30957099999,-1.16,-3.1
30961099999,-1.51,-3.23
30965099999,-1.17,-2.68
30971099999,-1.62,-4.48
30975099999,-2.08,-5.01
30978099999,-0.92,-1.94
31004099999,0.68,0.81
31054099999,-0.26,-0.92
31088099999,0.05,0.14
31123099999,-0.36,-1.37
31137099999,-1.06,-2.48
31152099999,-1.27,-5.24
31168099999,-3.16,-7.02
31174099999,0.32,0.73
31253099999,-0.76,-2.0
31295099999,-1.2,-1.81
31300099999,0.38,0.85
31329099999,-1.27,-2.02
31348099999,0.26,0.68
31369099999,-0.33,-0.73
31371099999,-0.73,-1.18
31388099999,1.84,2.5
31416099999,-1.78,-4.41
31418099999,0.38,0.8
31439099999,0.76,1.65
31442099999,0.48,0.67
31445099999,-0.79,-1.54
31474099999,0.48,0.71
31478099999,0.8,1.08
31484099999,-2.4,-5.81
31489099999,-0.28,-0.72
31510099999,-1.87,-3.05
31521099999,0.16,0.22
31527099999,-0.2,-0.35
31532099999,-1.02,-2.55
31534099999,0.25,0.38
31538099999,-1.31,-2.6
31587099999,-1.02,-2.37
31594099999,-0.83,-1.52
31624099999,-1.59,-2.8
31632099999,-0.01,-0.03
31655099999,-1.52,-3.76
31702099999,-1.87,-3.63
31707099999,-1.91,-4.28
31713099999,-3.27,-6.25
31725099999,-0.57,-1.06
31735099999,-1.89,-4.32
31754099999,-2.01,-4.92
31801099999,-2.46,-3.42
31825099999,-1.13,-3.0
31832099999,-1.34,-2.67
31845099999,-0.99,-2.33
31866099999,0.11,0.18
31873099999,-1.25,-2.2
31878099999,-1.42,-3.51
31909099999,-3.19,-6.14
31915099999,1.57,4.42
31921099999,-2.03,-4.97
31939099999,0.15,0.23
31959099999,-2.83,-4.43
31960099999,0.39,0.46
31969099999,-3.71,-6.76
31981099999,-1.65,-3.39
31987099999,0.18,0.31
31989099999,-1.86,-4.06
32027099999,-0.67,-2.13
32053099999,-0.84,-1.47
32061099999,-1.04,-1.85
32069099999,-0.94,-2.11
32076099999,-0.38,-0.68
32098099999,-0.63,-0.91
32121099999,-2.99,-3.61
32128099999,-0.09,-0.15
32150099999,-1.58,-2.53
32165099999,0.74,0.57
32215099999,4.5,2.26
32408099999,1.88,4.21
32411099999,-1.14,-2.38
32509099999,-2.31,-3.39
32594099999,1.79,2.98
33008099999,-0.84,-1.13
33019099999,-1.19,-3.11
33027099999,-2.27,-4.52
33036099999,-2.54,-4.57
33041099999,-1.46,-2.34
33088099999,-2.33,-3.45
33135099999,-1.68,-3.4
33177099999,-3.39,-4.33
33261099999,-3.34,-4.59
33275099999,-0.91,-1.47
33301099999,-1.86,-2.99
33317099999,-4.7,-6.42
33325099999,-2.68,-4.81
33345099999,-3.88,-5.9
33377099999,-2.77,-3.64
33393099999,-3.6,-4.84
33415099999,-2.33,-3.79
33429099999,-1.44,-2.8
33466099999,-3.65,-6.07
33506099999,-2.2,-4.34
33562099999,-3.9,-6.86
33587099999,-2.36,-4.13
33614099999,-1.59,-3.45
33631099999,-3.09,-4.04
33658099999,-1.58,-2.46
33663099999,-1.74,-3.8
33711099999,-1.65,-3.13
33761099999,-0.95,-1.93
33791099999,-2.06,-3.92
33815099999,-0.28,-0.5
33837099999,-1.18,-2.31
33902099999,-1.67,-3.0
33924099999,-2.28,-4.58
33946099999,-2.57,-4.39
33983099999,-2.23,-4.5
34009099999,-1.64,-2.53
34152099999,-1.91,-4.51
34186099999,-1.83,-5.78
34247099999,-0.61,-1.38
34300099999,-1.71,-3.35
34336099999,-0.32,-0.7
34391099999,-2.61,-8.97
34398099999,-1.31,-9.59
34415099999,-1.01,-1.86
34504099999,-2.38,-3.66
34601099999,-1.01,-1.8
34691099999,-0.88,-3.75
34712099999,-0.86,-1.87
34798099999,-1.29,-11.09
34838099999,-1.98,-4.73
34858099999,-1.44,-4.26
34861099999,0.27,0.92
35026099999,-0.47,-0.98
35037099999,-1.82,-5.91
35067099999,-2.39,-8.1
35078099999,-1.68,-4.54
35085099999,-1.72,-6.79
35121099999,-0.21,-0.71
35173099999,-1.96,-7.49
35217099999,-1.12,-4.8
35302099999,-0.49,-13.08
35358099999,-1.22,-5.58
35406099999,-1.09,-4.95
35416099999,-1.32,-7.0
35426099999,-2.84,-9.12
35497099999,-1.98,-6.69
35532099999,-0.67,-8.21
35576099999,-0.24,-1.93
35671099999,-2.41,-7.89
35699099999,-0.25,-2.12
35700099999,-1.33,-7.97
35746099999,-1.0,-5.44
35796099999,-1.11,-7.23
35849099999,-0.61,-3.5
35925099999,-0.57,-3.05
35953099999,-1.87,-11.4
35969099999,-0.66,-10.48
36020099999,-4.45,-9.21
36021099999,-1.58,-4.97
36022099999,-0.93,-2.25
36034099999,-0.55,-1.68
36038099999,-2.44,-4.14
36058099999,-2.94,-5.43
36061099999,-1.78,-2.35
36064099999,-0.88,-1.64
36096099999,-1.12,-4.02
36152099999,-1.59,-9.28
36177099999,-0.91,-2.26
36208099999,-1.76,-6.02
36259099999,-0.39,-7.22
36397099999,-1.14,-5.68
36428099999,-1.93,-4.85
36535099999,-1.45,-5.78
36639099999,-1.73,-6.85
36859099999,-1.27,-5.51
36870099999,-2.21,-5.06
36911099999,-1.1,-5.13
36974099999,1.34,4.43
36982099999,42.2,11.66
37031099999,-2.96,-4.55
37054099999,-5.53,-7.57
37171099999,-0.32,-0.25
37228099999,-2.02,-3.11
37472099999,-2.62,-5.23
37549099999,-3.1,-5.46
37575099999,15.73,8.07
37735099999,-0.11,-0.19
37985099999,16.31,7.15
38001099999,-0.8,-13.26
38062099999,-0.93,-5.1
38149099999,-1.56,-6.34
38178099999,-0.07,-0.77
38198099999,-1.13,-7.67
38222099999,-2.45,-15.24
38232099999,-1.3,-8.99
38264099999,-0.85,-5.63
38341099999,-0.98,-3.66
38345099999,-0.71,-4.52
38353099999,1.07,3.24
38388099999,-0.49,-5.86
38392099999,-0.64,-4.92
38396099999,0.21,2.08
38403099999,-0.14,-3.47
38413099999,-0.21,-2.36
38439099999,-1.64,-7.93
38457099999,-0.45,-1.78
38462099999,-0.91,-2.88
38507099999,-0.27,-1.24
38545099999,-1.08,-6.17
38565099999,-1.82,-6.21
38579099999,-2.13,-5.64
38583099999,-1.91,-3.74
38599099999,1.63,3.86
38611099999,-0.61,-1.21
38613099999,-1.05,-2.93
38618099999,-0.78,-3.03
38647099999,0.11,0.52
38656099999,-0.58,-4.92
38683099999,-1.56,-12.69
38687099999,0.52,2.12
38696099999,-0.8,-1.98
38713099999,-0.33,-1.9
38750099999,-1.71,-5.35
38763099999,-1.42,-5.28
38774099999,0.43,2.24
38799099999,-0.68,-3.92
38806099999,-0.44,-1.4
38812099999,-1.38,-4.39
38836099999,-1.35,-3.68
38880099999,-0.19,-0.62
38886099999,-0.9,-7.15
38895099999,-0.47,-2.01
38911099999,0.2,2.02
38915099999,0.17,0.87
38927099999,-0.69,-2.43
38933099999,0.09,0.3
38944099999,-0.58,-6.54
38954099999,0.96,3.25
38974099999,0.55,2.34
38987099999,0.46,1.81
40001099999,1.12,4.01
40007099999,0.39,1.23
40022099999,3.77,6.07
40025099999,0.58,1.13
40030099999,1.13,3.57
40066099999,-1.01,-2.2
40080099999,-0.7,-5.09
40100099999,-0.94,-2.62
40101099999,0.45,1.38
40103099999,1.58,3.19
40155099999,-1.14,-6.68
40180099999,1.44,4.04
40199099999,0.09,10.71
40250099999,-0.42,-5.66
40255099999,0.06,0.14
40260099999,-0.42,-6.83
40265099999,-0.32,-2.78
40270099999,-0.14,-0.78
40272099999,-0.83,-3.98
40310099999,0.28,5.98
40362099999,0.48,12.86
40420099999,0.76,10.44
40582099999,1.92,6.05
40701099999,0.97,4.14
40703099999,-1.79,-7.39
40704099999,0.61,4.75
40706099999,-3.04,-13.39
40710099999,0.05,0.42
40712099999,-2.75,-14.52
40713099999,-0.22,-2.05
40718099999,3.94,3.48
40719099999,-0.92,-1.31
40729099999,-0.1,-0.47
40731099999,-1.08,-9.76
40732099999,-0.31,-0.25
40736099999,-3.71,-5.67
40738099999,-1.59,-3.99
40739099999,-0.91,-10.13
40740099999,0.95,4.88
40743099999,0.04,0.2
40745099999,0.68,4.62
40747099999,-1.19,-4.64
40754099999,-2.84,-12.57
40757099999,-0.33,-4.26
40762099999,-1.8,-9.0
40766099999,1.68,6.43
40769099999,-0.72,-1.59
40785099999,-1.08,-12.97
40798099999,0.13,0.87
40800099999,-0.74,-7.47
40809099999,-1.26,-16.17
40811099999,-1.17,-5.21
40818099999,-0.61,-10.62
40831099999,-2.16,-9.15
40841099999,-0.45,-17.5
40848099999,-0.34,-1.75
40851099999,0.14,7.45
40853099999,0.16,1.17
40856099999,0.02,0.91
40859099999,-0.04,-0.47
40875099999,-0.97,-14.0
40878099999,-1.0,-19.28
40879099999,0.63,4.33
41198099999,1.74,9.78
41240099999,-0.47,-3.67
41246099999,-0.25,-4.99
41254099999,0.53,2.77
41256099999,-0.7,-9.8
41268099999,-0.44,-9.47
41288099999,0.78,13.44
41312099999,8.04,10.92
41316099999,-0.4,-0.94
41530099999,6.05,9.34
41571099999,50.76,11.35
41598099999,10.03,6.63
41620099999,25.79,8.26
41624099999,10.67,8.79
41640099999,9.51,9.13
41660099999,0.93,3.89
41675099999,0.42,4.95
41685099999,2.56,5.79
41712099999,0.43,8.96
41715099999,7.08,7.77
41744099999,-1.12,-5.44
41749099999,24.62,13.99
41756099999,6.18,10.45
41764099999,2.37,14.22
41768099999,8.06,7.48
41780099999,0.86,7.09
41978099999,4.41,2.3
42027099999,-0.74,-2.25
42071099999,0.72,1.53
42101099999,-1.15,-1.89
42111099999,-0.07,-0.04
42131099999,-0.62,-1.88
42182099999,-1.35,-2.21
42189099999,-4.86,-4.91
42309099999,0.36,0.21
42314099999,-4.0,-2.37
42328099999,-1.21,-7.59
42339099999,-0.89,-1.76
42348099999,-0.61,-0.89
42361099999,-2.82,-4.22
42369099999,0.66,0.68
42379099999,1.0,1.25
42410099999,-1.35,-0.96
42415099999,-2.01,-1.77
42452099999,0.53,1.09
42492099999,-2.84,-2.74
42559099999,4.94,4.7
42571099999,1.01,1.11
42591099999,-0.99,-1.4
42634099999,1.3,3.77
42647099999,-0.72,-0.83
42667099999,-0.33,-0.28
42675099999,-0.76,-0.82
42701099999,-1.71,-1.36
42724099999,2.46,1.53
42737099999,4.33,4.02
42754099999,0.63,0.63
42779099999,0.35,0.31
42798099999,7.49,4.87
42809099999,-4.48,-2.78
42840099999,-1.14,-1.49
42867099999,4.07,3.13
42874099999,0.32,0.35
42886099999,5.08,3.94
42895099999,1.19,0.88
42909099999,-0.87,-1.16
42971099999,-0.55,-0.32
43003099999,6.06,2.25
43014099999,-1.03,-1.54
43041099999,2.23,1.83
43063099999,-0.76,-0.83
43086099999,0.18,0.24
43110099999,3.59,1.42
43117099999,-0.71,-1.28
43128099999,-1.16,-1.39
43185099999,-3.01,-3.03
43189099999,-0.63,-0.67
43192099999,-0.75,-0.48
43198099999,-1.14,-1.23
43201099999,-0.62,-0.98
43213099999,-0.13,-0.31
43233099999,-1.32,-1.57
43237099999,0.39,0.72
43245099999,-1.91,-3.27
43279099999,-0.28,-0.19
43284099999,0.64,0.3
43295099999,-3.1,-3.15
43314099999,3.27,2.25
43321099999,-1.79,-2.94
43329099999,1.88,2.07
43333099999,4.11,1.76
43344099999,0.8,1.11
43353099999,4.52,2.4
43371099999,2.8,1.76
43450099999,1.52,0.98
43497099999,1.79,2.61
43555099999,-2.01,-9.03
44203099999,-0.18,-1.09
44207099999,-2.41,-10.44
44212099999,-1.25,-10.99
44213099999,0.23,1.22
44214099999,-0.96,-8.53
44215099999,0.14,2.11
44218099999,-1.31,-7.93
44225099999,-0.68,-3.69
44230099999,0.05,0.22
44231099999,-0.95,-6.52
44232099999,-1.77,-7.39
44237099999,-0.14,-0.89
44239099999,-1.67,-6.81
44241099999,-2.69,-8.66
44256099999,-0.7,-4.05
44259099999,-0.93,-4.92
44265099999,0.4,6.24
44272099999,-0.89,-6.25
44275099999,0.19,1.98
44277099999,-0.37,-2.58
44282099999,-0.96,-3.82
44284099999,-0.29,-2.43
44285099999,0.1,0.42
44287099999,-0.95,-6.47
44288099999,-0.32,-2.02
44292099999,-0.72,-4.67
44294099999,-1.21,-7.28
44298099999,-1.1,-7.01
44302099999,-0.06,-0.25
44304099999,-0.86,-3.99
44305099999,-1.83,-9.67
44313099999,-0.53,-2.09
44314099999,-0.35,-2.21
44336099999,0.19,3.53
44341099999,-0.6,-4.77
44347099999,-0.36,-3.99
44352099999,-1.23,-6.31
44354099999,-0.53,-3.33
44358099999,-0.33,-3.46
44373099999,-0.46,-2.69
45007099999,1.48,1.21
45011099999,3.0,4.49
47003099999,-1.56,-2.51
47005099999,-1.29,-1.55
47008099999,-0.36,-0.51
47014099999,0.3,0.59
47016099999,-0.75,-1.47
47020099999,0.1,0.11
47022099999,1.29,2.03
47025099999,2.78,3.0
47028099999,1.15,1.06
47031099999,1.51,2.06
47035099999,0.03,0.04
47037099999,1.35,1.15
47039099999,1.26,1.14
47041099999,3.02,3.4
47046099999,0.26,0.5
47050099999,7.61,5.37
47052099999,4.39,3.91
47055099999,-0.92,-0.71
47058099999,2.89,3.29
47060099999,-1.3,-1.81
47061099999,1.72,1.09
47065099999,-0.66,-0.93
47067099999,3.69,3.27
47068099999,-1.23,-1.67
47069099999,1.17,1.24
47070099999,1.62,1.66
47075099999,5.08,3.56
47090099999,-3.22,-2.04
47095099999,-1.6,-1.01
47100099999,-4.51,-2.95
47101099999,-0.97,-0.66
47105099999,-8.15,-5.41
47106099999,-2.83,-2.63
47108099999,-2.56,-1.66
47112099999,-0.14,-0.11
47114099999,-7.08,-4.74
47115099999,0.73,0.49
47119099999,-0.83,-0.67
47121099999,-2.75,-2.83
47122099999,-0.78,-1.26
47127043216,-1.05,-1.5
47129099999,-3.13,-2.87
47130099999,-3.49,-2.88
47131099999,-3.16,-2.19
47133099999,-4.44,-3.05
47135099999,-4.82,-3.34
47136099999,-2.32,-2.21
47138099999,0.83,0.56
47140099999,0.56,0.36
47141043219,5.87,3.7
47143099999,-1.99,-1.58
47146099999,-1.5,-1.19
47152099999,-0.8,-0.56
47155099999,-6.43,-4.16
47156099999,-3.68,-2.58
47159099999,-3.55,-2.46
47162099999,-4.92,-3.55
47165099999,-2.53,-2.16
47168099999,-2.72,-1.79
47170099999,-3.06,-2.13
47184099999,-4.25,-2.17
47185043263,-12.27,-11.21
47189099999,-0.9,-0.44
47192099999,-1.84,-1.4
47401099999,0.29,0.26
47402099999,1.9,1.79
47404099999,-0.77,-0.72
47405099999,1.45,1.43
47406099999,-0.91,-0.8
47407099999,1.38,1.02
47409099999,1.27,1.13
47411099999,1.08,1.01
47412099999,-2.3,-2.13
47413099999,0.79,0.7
47417099999,-1.25,-1.67
47418099999,2.34,2.26
47420099999,0.15,0.14
47421099999,-0.57,-0.52
47423099999,-0.24,-0.24
47424099999,-0.13,-0.13
47426099999,0.06,0.05
47428099999,-0.83,-0.76
47430099999,-0.06,-0.04
47433099999,0.78,0.68
47435099999,0.93,0.97
47440099999,-1.45,-1.08
47512099999,1.78,1.21
47520099999,4.05,2.29
47570099999,-0.48,-0.43
47574099999,0.63,0.44
47575099999,1.82,1.19
47576099999,3.75,2.99
47581099999,-1.15,-1.13
47582099999,2.07,1.04
47584099999,-3.08,-2.41
47585099999,0.58,0.39
47587099999,2.48,1.38
47588099999,-0.17,-0.15
47590099999,0.44,0.35
47592099999,-0.34,-0.41
47595099999,0.13,0.12
47597099999,-0.33,-0.29
47598099999,-0.37,-0.28
47600099999,-6.58,-3.17
47602099999,0.33,0.23
47604099999,1.52,1.06
47605099999,3.21,1.44
47606099999,3.34,1.88
47607099999,4.49,2.48
47610099999,-0.48,-0.48
47612099999,2.01,1.09
47615099999,0.36,0.27
47616099999,3.68,1.98
47617099999,5.2,3.05
47618099999,-3.71,-4.14
47620099999,1.39,1.54
47622099999,0.05,0.06
47624099999,-2.38,-1.87
47626099999,-3.3,-2.96
47629099999,-1.01,-0.85
47631099999,8.35,4.01
47632099999,6.14,3.9
47636099999,-2.05,-1.45
47637099999,-1.26,-1.01
47638099999,0.03,0.02
47640099999,1.28,0.96
47641099999,-0.41,-0.35
47648099999,3.71,2.23
47649099999,4.41,3.1
47651099999,-2.56,-2.24
47653099999,-0.18,-0.15
47654099999,2.62,1.82
47655099999,-1.17,-0.71
47656099999,3.36,2.22
47657099999,2.37,1.9
47662099999,-0.99,-0.69
47663099999,-2.19,-0.68
47666099999,-0.19,-0.15
47668099999,2.0,1.4
47670099999,-0.05,-0.03
47672099999,0.39,0.25
47674099999,2.69,1.46
47675099999,5.55,1.99
47677099999,5.39,2.05
47678099999,3.88,1.22
47682099999,1.18,0.89
47684099999,4.68,2.67
47690099999,-0.56,-0.25
47740099999,1.44,0.76
47741099999,0.01,0.0
47742099999,0.6,0.38
47744099999,3.19,1.84
